P(GPa)(System_main),T(K)(System_main),rho(g/cm^3)(System_main),mass (gm)(System_main),VS(km/s)(System_main),VP(km/s)(System_main),H(kJ/g)(System_main),cp(J/g/K)(System_main),S(J/g/K)(System_main),KS(GPa)(System_main),alpha(1e5_K^-1)(System_main),SiO2(Bulk_comp),MgO(Bulk_comp),FeO(Bulk_comp),Fe2O3(Bulk_comp),CaO(Bulk_comp),Al2O3(Bulk_comp),Na2O(Bulk_comp),Cr2O3(Bulk_comp),Si(Bulk_comp_elements),Mg(Bulk_comp_elements),Fe(Bulk_comp_elements),Ca(Bulk_comp_elements),Al(Bulk_comp_elements),Na(Bulk_comp_elements),Cr(Bulk_comp_elements),O(Bulk_comp_elements),anorthite(plagioclase),albite(plagioclase),rho (gm/cc)(plagioclase),V (cc)(plagioclase),spinel(spinel),hercynite(spinel),magnetite(spinel),picro-chromite(spinel),rho (gm/cc)(spinel),V (cc)(spinel),enstatite(orthopyroxene),ferrosilite(orthopyroxene),mg-tschermaks(orthopyroxene),ortho-diopside(orthopyroxene),rho (gm/cc)(orthopyroxene),V (cc)(orthopyroxene),diopside(clinopyroxene),hedenbergite(clinopyroxene),clinoenstatite(clinopyroxene),ca-tschermaks(clinopyroxene),jadeite(clinopyroxene),acmite(clinopyroxene),rho (gm/cc)(clinopyroxene),V (cc)(clinopyroxene),hp-clinoenstatite(hp-clinopyroxene),hp-clinoferrosilite(hp-clinopyroxene),rho (gm/cc)(hp-clinopyroxene),V (cc)(hp-clinopyroxene),wollastonite(wollastonite),rho (gm/cc)(wollastonite),V (cc)(wollastonite),pseudowollastonite(pseudowollastonite),rho (gm/cc)(pseudowollastonite),V (cc)(pseudowollastonite),pyrope(garnet),almandine(garnet),grossular(garnet),mg-majorite(garnet),na-majorite(garnet),andradite(garnet),knorringite(garnet),rho (gm/cc)(garnet),V (cc)(garnet),ca-perovskite(ca-perovskite),rho (gm/cc)(ca-perovskite),V (cc)(ca-perovskite),forsterite(olivine),fayalite(olivine),rho (gm/cc)(olivine),V (cc)(olivine),mg-wadsleyite(wadsleyite),fe-wadsleyite(wadsleyite),rho (gm/cc)(wadsleyite),V (cc)(wadsleyite),mg-ringwoodite(ringwoodite),fe-ringwoodite(ringwoodite),rho (gm/cc)(ringwoodite),V (cc)(ringwoodite),mg-akimotoite(akimotoite),fe-akimotoite(akimotoite),corundum(akimotoite),hematite(akimotoite),eskolaite(akimotoite),rho (gm/cc)(akimotoite),V (cc)(akimotoite),mg-bridgmanite(bridgmanite),fe-bridgmanite(bridgmanite),al-bridgmanite(bridgmanite),ferric-bridgmanite(bridgmanite),ferric-bridgmanite-ls(bridgmanite),ferric-al-bridgmanite(bridgmanite),cr-bridgmanite(bridgmanite),rho (gm/cc)(bridgmanite),V (cc)(bridgmanite),mg-post-perovskite(post-perovskite),fe-post-perovskite(post-perovskite),al-post-perovskite(post-perovskite),ferric-post-perovskite(post-perovskite),cr-post-perovskite(post-perovskite),rho (gm/cc)(post-perovskite),V (cc)(post-perovskite),mg-ca-ferrite(ca-ferrite),fe-ca-ferrite(ca-ferrite),na-ca-ferrite(ca-ferrite),high-pressure-magnetite(ca-ferrite),cr-ca-ferrite(ca-ferrite),rho (gm/cc)(ca-ferrite),V (cc)(ca-ferrite),mg-nal-phase(nal-phase),fe-nal-phase(nal-phase),na-nal-phase(nal-phase),rho (gm/cc)(nal-phase),V (cc)(nal-phase),periclase(ferropericlase),wustite(ferropericlase),wustite-ls(ferropericlase),alpha-naalo2(ferropericlase),magnetite(ferropericlase),rho (gm/cc)(ferropericlase),V (cc)(ferropericlase),quartz(quartz),rho (gm/cc)(quartz),V (cc)(quartz),coesite(coesite),rho (gm/cc)(coesite),V (cc)(coesite),stishovite(stishovite),rho (gm/cc)(stishovite),V (cc)(stishovite),alpha-pbo-type-sio2(alpha-pbo-type-sio2),rho (gm/cc)(alpha-pbo-type-sio2),V (cc)(alpha-pbo-type-sio2),kyanite(kyanite),rho (gm/cc)(kyanite),V (cc)(kyanite),nepheline(nepheline),rho (gm/cc)(nepheline),V (cc)(nepheline),alpha-iron(alpha-iron),rho (gm/cc)(alpha-iron),V (cc)(alpha-iron),gamma-iron(gamma-iron),rho (gm/cc)(gamma-iron),V (cc)(gamma-iron),epsilon-iron(epsilon-iron),rho (gm/cc)(epsilon-iron),V (cc)(epsilon-iron)
0.0,1873.0,3.120609597702598,500.463083459,4.137521393580367,7.055159363336573,-11.662166812729359,1.3133668016672178,2.7520953338237315,80.8046615529943,5.289046948596478,46.19208726690003,44.459314337863304,7.311401949390273,0.0,1.5233336447731345,0.471745864886239,0.041053987854597095,0.0010629483324189701,3.8475,5.52055,0.50931,0.13595,0.04631,0.00663,7e-05,13.93368,0.00092734,0.00630826,2.50264,105.41744,7.69e-06,0.0,0.0,3.5e-05,4.10586,44.70345,0.54749293,0.0492578,0.01869628,0.13050555,3.06152,67.86861,0.00392435,0.00038133,0.00265287,0.00021143,0.00031625,5.49e-06,3.25286,67.46288,0.0,-0.0,3.48121,66.73527,-0.0,2.74065,42.38554,-0.0,2.72125,42.6878,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,3.58259,124.28905,-0.0,3.97983,29.18817,2.13354477,0.20519492,3.15286,46.38096,0.0,-0.0,3.91549,43.9884,-0.0,-0.0,4.04684,42.5604,-0.0,-0.0,0.0,0.0,0.0,4.46632,28.92581,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,4.75407,28.14049,0.0,-0.0,-0.0,0.0,0.0,4.7052,27.45726,0.0,0.0,-0.0,0.0,0.0,4.34683,40.57898,0.0,-0.0,-0.0,3.82905,116.8624,0.0,-0.0,-0.0,0.0,0.0,4.66039,48.55592,-0.0,2.534,23.71151,-0.0,2.86439,20.97658,-0.0,4.09378,14.67714,-0.0,4.20854,14.27693,-0.0,3.51395,46.11489,-0.0,2.41364,58.85474,1.774e-05,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0
0.0,1898.0,3.1164487629908546,500.463083459,4.125495754069929,7.02938008889288,-11.62927550324506,1.317954006110738,2.7695396772405094,79.93121976134152,5.384788130307321,46.19208726690003,44.459314337863304,7.311401949390273,0.0,1.5233336447731345,0.471745864886239,0.041053987854597095,0.0010629483324189701,3.8475,5.52055,0.50931,0.13595,0.04631,0.00663,7e-05,13.93368,0.00089313,0.00663,2.49881,105.52897,-0.0,0.0,-0.0,3.5e-05,4.23156,45.44186,0.54938545,0.04947455,0.01894687,0.13505687,3.05628,67.98298,0.0,0.0,-0.0,0.0,-0.0,-0.0,3.24983,67.52571,-0.0,0.0,3.47648,66.82597,-0.0,2.73751,42.43423,-0.0,2.71828,42.73441,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,3.57934,124.40186,-0.0,3.97524,29.22186,2.13387018,0.20517295,3.14918,46.43575,-0.0,0.0,3.91108,44.03792,-0.0,-0.0,4.04316,42.59908,-0.0,-0.0,-0.0,0.0,0.0,4.46201,28.95375,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,4.74954,28.16733,-0.0,-0.0,0.0,-0.0,0.0,4.69855,27.49611,-0.0,0.0,-0.0,0.0,0.0,4.34178,40.62614,-0.0,0.0,-0.0,3.82488,116.9896,-0.0,0.0,0.0,-0.0,-0.0,4.65424,48.62012,0.0,2.53412,23.71039,0.0,2.86363,20.9821,-0.0,4.08987,14.69118,-0.0,4.20477,14.28971,0.0,3.51123,46.15064,-0.0,2.41014,58.94035,1.5e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1923.0,3.112217734686983,500.463083459,4.113365059808388,7.0030889512020815,-11.596267305694296,1.3227617901124675,2.7868173149862194,79.02012201793374,5.485293298580519,46.19208726690003,44.459314337863304,7.311401949390273,0.0,1.5233336447731345,0.471745864886239,0.041053987854597095,0.0010629483324189701,3.8475,5.52055,0.50931,0.13595,0.04631,0.00663,7e-05,13.93368,0.00080985,0.00663,2.49511,105.6397,-0.0,0.0,-0.0,3.5e-05,4.10115,44.79923,0.54945403,0.04940597,0.01903015,0.13514015,3.0509,68.10091,0.0,0.0,-0.0,0.0,-0.0,-0.0,3.24679,67.5889,-0.0,0.0,3.47173,66.91744,-0.0,2.73435,42.48326,-0.0,2.7153,42.78131,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,3.57607,124.51544,-0.0,3.97064,29.25574,2.13371831,0.20524153,3.14548,46.49117,-0.0,0.0,3.90664,44.088,-0.0,-0.0,4.03946,42.63812,-0.0,-0.0,-0.0,0.0,0.0,4.45766,28.98198,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,4.74499,28.19431,-0.0,-0.0,0.0,-0.0,0.0,4.69183,27.53552,-0.0,0.0,-0.0,0.0,0.0,4.33671,40.6736,-0.0,0.0,-0.0,3.8207,117.11769,-0.0,0.0,0.0,-0.0,-0.0,4.64803,48.68503,0.0,2.53424,23.70928,0.0,2.86288,20.98762,-0.0,4.08593,14.70535,-0.0,4.20098,14.30261,0.0,3.5085,46.18657,-0.0,2.40661,59.0267,1.5e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1173.0,2.8541700756686725,516.9037961849999,3.6658288439402265,6.644300818601023,-12.15865864026869,1.164713893542819,2.152302311765179,58.92625046261557,2.359521770420243,54.511019812699274,5.993451843969844,7.735856036485531,0.1251173631869246,8.345045624807458,17.38102915050852,3.888131225062035,2.0203489432804154,4.68957,0.76866,0.56468,0.76922,1.7623,0.64854,0.13742,14.6596,0.53037669,0.6399701,2.6272,102.56873,0.0,0.02555106,0.00362511,0.06871,4.31544,43.77759,-0.0,-0.0,-0.0,-0.0,3.36151,65.71008,0.1753696,0.06209657,0.00554787,0.00137714,0.00772012,0.00084979,3.28358,68.08558,0.0,-0.0,3.60354,64.46973,-0.0,2.82341,41.14315,-0.0,2.7999,41.48865,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,3.66768,121.40538,-0.0,4.10198,28.31902,0.25674233,0.23265363,3.69913,46.1415,-0.0,-0.0,4.02595,42.78147,0.0,-0.0,4.14051,41.59752,0.0,0.0,0.0,0.0,0.0,4.57482,28.23979,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,4.87509,27.44192,0.0,-0.0,0.0,0.0,0.0,4.86829,26.53741,0.0,-0.0,-0.0,0.0,-0.0,4.48039,39.36931,-0.0,-0.0,-0.0,3.93825,113.62189,-0.0,-0.0,-0.0,-0.0,0.0,4.81595,46.98749,0.71496534,2.53063,23.74309,0.0,2.88519,20.82532,0.0,4.19282,14.33044,-0.0,4.30443,13.95887,0.0,3.58687,45.17741,-0.0,2.50457,56.71805,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0
0.0,1198.0,2.8524854649354494,516.9037961849999,3.6585876648302658,6.6355842717476,-12.129517401121593,1.1665814032687067,2.176884568554561,58.89541247087787,2.3635987848922304,54.511019812699274,5.993451843969844,7.735856036485531,0.1251173631869246,8.345045624807458,17.38102915050852,3.888131225062035,2.0203489432804154,4.68957,0.76866,0.56468,0.76922,1.7623,0.64854,0.13742,14.6596,0.53003508,0.63988412,2.62551,102.63401,0.0,0.02569247,0.00362075,0.06871,4.31216,43.80537,0.0,-0.0,-0.0,-0.0,3.35817,65.77527,0.17425433,0.06334889,0.00611462,0.0015817,0.00779738,0.0008585,3.28218,68.14221,0.0,-0.0,3.59948,64.54254,-0.0,2.82062,41.18389,-0.0,2.79723,41.52825,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,3.66482,121.50004,-0.0,4.09782,28.34773,0.25673321,0.23195894,3.69481,46.18289,-0.0,-0.0,4.02236,42.81959,0.0,-0.0,4.13744,41.62845,0.0,0.0,0.0,0.0,0.0,4.57129,28.26161,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,4.87096,27.4652,0.0,-0.0,0.0,0.0,0.0,4.86307,26.5659,0.0,-0.0,-0.0,0.0,-0.0,4.47586,39.40915,-0.0,-0.0,-0.0,3.93458,113.72789,-0.0,-0.0,-0.0,-0.0,0.0,4.81086,47.03727,0.71482618,2.53075,23.74196,0.0,2.88446,20.8306,0.0,4.1896,14.34148,-0.0,4.3013,13.96905,0.0,3.58438,45.20882,-0.0,2.50154,56.78676,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0
0.0,1223.0,2.8507991138284017,516.9037961849999,3.6513304923132552,6.626834442382453,-12.100329885392048,1.1684173154670594,2.200997338829175,58.84709845864052,2.367184925425782,54.511019812699274,5.993451843969844,7.735856036485531,0.1251173631869246,8.345045624807458,17.38102915050852,3.888131225062035,2.0203489432804154,4.68957,0.76866,0.56468,0.76922,1.7623,0.64854,0.13742,14.6596,0.52966682,0.63980532,2.62381,102.69959,0.0,0.02583894,0.00361618,0.06871,4.30885,43.83335,0.0,-0.0,-0.0,-0.0,3.3548,65.84145,0.17316004,0.06458508,0.00672253,0.00180806,0.00786704,0.00086764,3.28071,68.19836,0.0,-0.0,3.59539,64.61589,-0.0,2.81781,41.22488,-0.0,2.79455,41.56808,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,3.66195,121.59529,-0.0,4.09365,28.3766,0.25667245,0.2312699,3.69052,46.22485,-0.0,-0.0,4.01876,42.85803,0.0,-0.0,4.13434,41.6596,0.0,0.0,0.0,0.0,0.0,4.56773,28.28361,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,4.86681,27.4886,0.0,-0.0,0.0,0.0,0.0,4.85781,26.59466,0.0,-0.0,-0.0,0.0,-0.0,4.47131,39.44922,-0.0,-0.0,-0.0,3.93089,113.83457,-0.0,-0.0,-0.0,-0.0,0.0,4.80573,47.08744,0.71466532,2.53087,23.74083,0.0,2.88373,20.83589,0.0,4.18635,14.3526,-0.0,4.29814,13.97931,0.0,3.58188,45.24038,-0.0,2.49849,56.85597,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0
0.0,1248.0,2.8491113880057535,516.9037961849999,3.6440580979917376,6.618051936166829,-12.07109681769109,1.1702266698191155,2.2246590379148183,58.78151300314065,2.370258255746081,54.511019812699274,5.993451843969844,7.735856036485531,0.1251173631869246,8.345045624807458,17.38102915050852,3.888131225062035,2.0203489432804154,4.68957,0.76866,0.56468,0.76922,1.7623,0.64854,0.13742,14.6596,0.52927045,0.63973355,2.6221,102.76546,0.0,0.02599054,0.00361135,0.06871,4.3055,43.86155,0.0,-0.0,-0.0,-0.0,3.35138,65.90867,0.17208415,0.06580774,0.00737391,0.00205766,0.00792915,0.0008773,3.27917,68.25403,0.0,-0.0,3.59128,64.6898,-0.0,2.815,41.26612,-0.0,2.79186,41.60813,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,3.65907,121.69111,-0.0,4.08947,28.40564,0.25655901,0.23058518,3.68627,46.26738,-0.0,-0.0,4.01512,42.8968,0.0,-0.0,4.13123,41.69098,0.0,0.0,0.0,0.0,0.0,4.56415,28.30579,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,4.86265,27.51213,0.0,-0.0,0.0,0.0,0.0,4.85252,26.62369,0.0,-0.0,-0.0,0.0,-0.0,4.46675,39.48953,-0.0,-0.0,-0.0,3.92719,113.94193,-0.0,-0.0,-0.0,-0.0,0.0,4.80057,47.13801,0.71448208,2.53099,23.7397,0.0,2.88299,20.84118,0.0,4.18308,14.36382,-0.0,4.29496,13.98966,0.0,3.57937,45.27209,-0.0,2.49543,56.9257,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0
0.0,1273.0,2.847422660519904,516.9037961849999,3.636771248426959,6.609237350035377,-12.041818804589695,1.1720141283568144,2.2478870789548298,58.69878396212816,2.3727952500397342,54.511019812699274,5.993451843969844,7.735856036485531,0.1251173631869246,8.345045624807458,17.38102915050852,3.888131225062035,2.0203489432804154,4.68957,0.76866,0.56468,0.76922,1.7623,0.64854,0.13742,14.6596,0.52884445,0.63966866,2.62039,102.83163,0.0,0.02614735,0.00360623,0.06871,4.30212,43.88996,0.0,-0.0,-0.0,-0.0,3.34791,65.97697,0.17102406,0.06701952,0.00807119,0.00233197,0.0079838,0.00088754,3.27757,68.3092,0.0,-0.0,3.58715,64.76427,-0.0,2.81217,41.30762,-0.0,2.78916,41.64841,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,3.65617,121.78752,-0.0,4.08527,28.43485,0.25639178,0.22990345,3.68206,46.3105,-0.0,-0.0,4.01147,42.93589,0.0,-0.0,4.1281,41.7226,0.0,0.0,0.0,0.0,0.0,4.56055,28.32814,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,4.85848,27.53577,0.0,-0.0,0.0,0.0,0.0,4.84718,26.65299,0.0,-0.0,-0.0,0.0,-0.0,4.46217,39.53007,-0.0,-0.0,-0.0,3.92347,114.04998,-0.0,-0.0,-0.0,-0.0,0.0,4.79539,47.18898,0.7142757,2.53111,23.73856,0.0,2.88226,20.84649,0.0,4.17979,14.37513,-0.0,4.29176,14.00008,0.0,3.57685,45.30396,-0.0,2.49236,56.99595,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0
0.0,1298.0,2.8457333273501555,516.9037961849999,3.6294707338528105,6.6003913105276775,-12.012496338363723,1.1737840249336309,2.2706979479817697,58.59895009592661,2.3747709041624097,54.511019812699274,5.993451843969844,7.735856036485531,0.1251173631869246,8.345045624807458,17.38102915050852,3.888131225062035,2.0203489432804154,4.68957,0.76866,0.56468,0.76922,1.7623,0.64854,0.13742,14.6596,0.52838723,0.63961047,2.61867,102.8981,0.0,0.0263095,0.00360079,0.06871,4.2987,43.9186,0.0,-0.0,-0.0,-0.0,3.34439,66.04636,0.16997716,0.06822313,0.00881702,0.00263249,0.00803111,0.00089843,3.2759,68.36383,0.0,-0.0,3.583,64.83929,-0.0,2.80933,41.34936,-0.0,2.78645,41.68892,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,3.65326,121.88451,-0.0,4.08105,28.46422,0.2561694,0.22922329,3.67788,46.35421,-0.0,-0.0,4.00779,42.97531,0.0,-0.0,4.12495,41.75446,0.0,0.0,0.0,0.0,0.0,4.55693,28.35067,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,4.85429,27.55953,0.0,-0.0,0.0,0.0,0.0,4.84181,26.68257,0.0,-0.0,-0.0,0.0,-0.0,4.45757,39.57085,-0.0,-0.0,-0.0,3.91973,114.15871,-0.0,-0.0,-0.0,-0.0,0.0,4.79017,47.24036,0.71404528,2.53123,23.73743,0.0,2.88152,20.85181,0.0,4.17647,14.38654,-0.0,4.28854,14.01059,0.0,3.57433,45.33599,-0.0,2.48927,57.06672,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0
0.0,1323.0,2.8440437971398502,516.9037961849999,3.6221573495982033,6.591514448777279,-11.983129807216558,1.1755403986992736,2.29310726685665,58.481984161589274,2.3761584727690974,54.511019812699274,5.993451843969844,7.735856036485531,0.1251173631869246,8.345045624807458,17.38102915050852,3.888131225062035,2.0203489432804154,4.68957,0.76866,0.56468,0.76922,1.7623,0.64854,0.13742,14.6596,0.52789717,0.63955876,2.61694,102.96488,0.0,0.02647707,0.00359499,0.06871,4.29524,43.94747,0.0,-0.0,-0.0,-0.0,3.34082,66.11689,0.16894079,0.06942128,0.00961419,0.00296077,0.00807123,0.00091001,3.27418,68.41791,0.0,-0.0,3.57883,64.91489,-0.0,2.80648,41.39137,-0.0,2.78373,41.72965,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,3.65034,121.9821,-0.0,4.07682,28.49377,0.25589042,0.22854333,3.67373,46.39852,-0.0,-0.0,4.00408,43.01507,0.0,-0.0,4.12178,41.78655,0.0,0.0,0.0,0.0,0.0,4.55328,28.37338,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,4.85008,27.58342,0.0,-0.0,0.0,0.0,0.0,4.8364,26.71244,0.0,-0.0,-0.0,0.0,-0.0,4.45295,39.61187,-0.0,-0.0,-0.0,3.91598,114.26813,-0.0,-0.0,-0.0,-0.0,0.0,4.78493,47.29216,0.71378989,2.53135,23.7363,0.0,2.88079,20.85714,0.0,4.17314,14.39804,-0.0,4.2853,14.02118,0.0,3.57179,45.36816,-0.0,2.48616,57.13801,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0
0.0,1348.0,2.842354499982449,516.9037961849999,3.6148319145572496,6.582607426339609,-11.95371950180918,1.1772870207024968,2.315129853102506,58.34779486602992,2.376930649588492,54.511019812699274,5.993451843969844,7.735856036485531,0.1251173631869246,8.345045624807458,17.38102915050852,3.888131225062035,2.0203489432804154,4.68957,0.76866,0.56468,0.76922,1.7623,0.64854,0.13742,14.6596,0.52737259,0.63951329,2.6152,103.03197,0.0,0.02665023,0.00358882,0.06871,4.29174,43.97656,0.0,-0.0,-0.0,-0.0,3.3372,66.1886,0.1679123,0.07061675,0.0104657,0.00331836,0.00810435,0.00092235,3.2724,68.47141,0.0,-0.0,3.57464,64.99105,-0.0,2.80362,41.43363,-0.0,2.781,41.77062,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,3.6474,122.08028,-0.0,4.07257,28.52348,0.25555316,0.2278621,3.66961,46.44344,-0.0,-0.0,4.00036,43.05518,0.0,-0.0,4.11859,41.81889,0.0,0.0,0.0,0.0,0.0,4.54961,28.39627,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,4.84587,27.60742,0.0,-0.0,0.0,0.0,0.0,4.83094,26.7426,0.0,-0.0,-0.0,0.0,-0.0,4.44832,39.65312,-0.0,-0.0,-0.0,3.91221,114.37824,-0.0,-0.0,-0.0,-0.0,0.0,4.77965,47.34439,0.71350842,2.53148,23.73517,0.0,2.88005,20.86248,0.0,4.16978,14.40963,-0.0,4.28204,14.03185,0.0,3.56925,45.40049,-0.0,2.48304,57.20985,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0
0.0,1373.0,2.840665884570888,516.9037961849999,3.6074952653913193,6.573670928256286,-11.924265621036268,1.1790274228864426,2.3367797747816086,58.196239458593816,2.3770594930484,54.511019812699274,5.993451843969844,7.735856036485531,0.1251173631869246,8.345045624807458,17.38102915050852,3.888131225062035,2.0203489432804154,4.68957,0.76866,0.56468,0.76922,1.7623,0.64854,0.13742,14.6596,0.52681177,0.6394738,2.61345,103.09937,0.0,0.02682911,0.00358225,0.06871,4.2882,44.0059,0.0,-0.0,-0.0,-0.0,3.33353,66.26153,0.16688895,0.07181242,0.01137475,0.00370687,0.00813071,0.00093549,3.27056,68.52431,0.0,-0.0,3.57042,65.0678,-0.0,2.80074,41.47615,-0.0,2.77826,41.81181,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,3.64446,122.17905,-0.0,4.06831,28.55337,0.25515578,0.22717811,3.66552,46.48898,-0.0,-0.0,3.9966,43.09563,0.0,-0.0,4.11539,41.85147,0.0,0.0,0.0,0.0,0.0,4.54591,28.41935,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,4.84163,27.63155,0.0,-0.0,0.0,0.0,0.0,4.82545,26.77305,0.0,-0.0,-0.0,0.0,-0.0,4.44367,39.69462,-0.0,-0.0,-0.0,3.90842,114.48905,-0.0,-0.0,-0.0,-0.0,0.0,4.77434,47.39705,0.71319969,2.5316,23.73404,0.0,2.87931,20.86783,0.0,4.1664,14.42132,-0.0,4.27876,14.04261,0.0,3.5667,45.43297,-0.0,2.4799,57.28222,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0
0.0,1398.0,2.838978412707016,516.9037961849999,3.600148249319589,6.564705654133228,-11.894768280179427,1.180764914266568,2.358070398718409,58.02714423345351,2.3765173808577567,54.511019812699274,5.993451843969844,7.735856036485531,0.1251173631869246,8.345045624807458,17.38102915050852,3.888131225062035,2.0203489432804154,4.68957,0.76866,0.56468,0.76922,1.7623,0.64854,0.13742,14.6596,0.52621296,0.63943996,2.61169,103.16709,0.0,0.02701388,0.00357527,0.06871,4.28463,44.03548,0.0,-0.0,-0.0,-0.0,3.3298,66.33573,0.16586795,0.0730112,0.01234475,0.00412789,0.00815058,0.00094946,3.26868,68.57658,0.0,-0.0,3.56618,65.14512,-0.0,2.79786,41.51894,-0.0,2.77551,41.85325,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,3.64149,122.27843,-0.0,4.06403,28.58342,0.25469627,0.22648982,3.66147,46.53515,-0.0,-0.0,3.99282,43.13643,0.0,-0.0,4.11216,41.8843,0.0,0.0,0.0,0.0,0.0,4.54219,28.44263,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,4.83739,27.65579,0.0,-0.0,0.0,0.0,0.0,4.81991,26.80381,0.0,-0.0,-0.0,0.0,-0.0,4.439,39.73637,-0.0,-0.0,-0.0,3.90462,114.60057,-0.0,-0.0,-0.0,-0.0,0.0,4.76899,47.45015,0.71286233,2.53172,23.73291,0.0,2.87857,20.87319,0.0,4.163,14.4331,-0.0,4.27546,14.05346,0.0,3.56414,45.4656,-0.0,2.47675,57.35514,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0
0.0,1423.0,2.83729257477909,516.9037961849999,3.592791751447776,6.555712352064656,-11.865227511806996,1.1825026144434454,2.3790144395831474,57.84029152708355,2.375276869361424,54.511019812699274,5.993451843969844,7.735856036485531,0.1251173631869246,8.345045624807458,17.38102915050852,3.888131225062035,2.0203489432804154,4.68957,0.76866,0.56468,0.76922,1.7623,0.64854,0.13742,14.6596,0.52557435,0.63941142,2.60992,103.23513,0.0,0.02720474,0.00356785,0.06871,4.28101,44.0653,0.0,-0.0,-0.0,-0.0,3.32602,66.41123,0.16484648,0.07421611,0.01337935,0.00458306,0.00816427,0.00096431,3.26674,68.62819,0.0,-0.0,3.56192,65.22304,-0.0,2.79496,41.56199,-0.0,2.77275,41.89491,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,3.63852,122.37841,-0.0,4.05974,28.61365,0.25417241,0.22579565,3.65745,46.58197,-0.0,-0.0,3.98901,43.17759,0.0,-0.0,4.10892,41.91737,0.0,0.0,0.0,0.0,0.0,4.53845,28.46609,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,4.83313,27.68016,0.0,-0.0,0.0,0.0,0.0,4.81433,26.83487,0.0,-0.0,-0.0,0.0,-0.0,4.43432,39.77836,-0.0,-0.0,-0.0,3.9008,114.71279,-0.0,-0.0,-0.0,-0.0,0.0,4.76362,47.5037,0.71249488,2.53184,23.73177,0.0,2.87783,20.87856,0.0,4.15958,14.44498,-0.0,4.27214,14.06438,0.0,3.56157,45.49839,-0.0,2.47358,57.42861,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0
