Pressure,Temperature,fO2,SiO2,TiO2,Al2O3,FeO,MgO,CaO,Na2O,K2O,P2O5,MnO,H2O,Cr2O3,NiO,Failed
8423.93,1963.0,3.95,66.21,0.48,16.55,2.94,2.4,4.32,4.86,1.9,0.33,0.0,0.0,0.0,0.0,1.0
10762.6,1967.0,0.97,60.68,1.09,16.1,5.16,2.71,4.79,4.21,3.26,0.52,0.0,1.49,0.0,0.0,1.0
3725.01,1977.0,0.34,60.8,0.05,2.5,0.0,22.61,13.71,0.27,0.04,0.0,0.0,0.0,0.0,0.0,1.0
6089.17,1981.0,-3.05,59.71,0.6,17.79,4.1,2.84,6.16,4.31,2.34,0.24,0.0,1.49,0.42,0.0,1.0
1433.01,1987.0,-1.19,47.14,1.02,17.84,9.02,9.96,12.48,2.48,0.02,0.04,0.0,0.0,0.0,0.0,1.0
8415.97,1989.0,0.99,78.24,0.0,17.59,0.0,0.0,0.0,4.17,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3503.92,1994.0,2.39,53.19,15.11,13.28,0.19,12.26,3.83,0.21,1.78,0.16,0.0,0.0,0.0,0.0,1.0
10277.03,1955.0,-2.52,64.01,0.87,16.6,4.6,1.64,4.55,3.26,2.86,0.29,0.0,0.4,0.92,0.0,1.0
11735.62,1984.0,0.81,57.63,0.51,12.48,4.41,1.62,4.16,4.72,1.1,0.19,0.0,1.35,11.84,0.0,1.0
1873.3,1945.0,-1.4,70.76,0.28,17.15,1.78,0.7,2.29,4.32,0.71,0.06,0.0,1.94,0.0,0.0,1.0
10894.82,1950.0,1.34,58.4,0.99,16.21,5.78,2.96,4.45,4.55,2.77,0.4,0.0,1.48,2.03,0.0,1.0
8869.49,1959.0,-3.91,48.15,0.48,13.76,3.06,2.63,4.21,3.32,1.76,0.18,0.0,1.16,21.29,0.0,1.0
6114.32,1965.0,-3.44,64.87,0.23,16.54,2.3,0.93,4.03,4.28,1.54,0.09,0.0,5.21,0.0,0.0,1.0
2271.99,1966.0,-3.43,58.01,0.66,16.84,5.03,3.35,6.11,4.29,1.72,0.35,0.0,1.82,1.83,0.0,1.0
470.77,1970.0,-4.23,48.07,0.52,15.14,4.28,2.49,5.44,3.61,1.44,0.3,0.0,1.22,17.49,0.0,1.0
7642.17,1974.0,0.05,45.53,0.04,1.65,7.97,43.38,1.03,0.04,0.0,0.0,0.0,0.0,0.35,0.0,1.0
1883.17,1985.0,-1.05,47.2,3.31,12.6,11.66,12.49,9.01,2.38,0.9,0.45,0.0,0.0,0.0,0.0,1.0
11226.14,1987.0,0.26,65.52,0.49,15.73,3.95,3.07,1.98,5.43,1.62,0.0,0.0,2.21,0.0,0.0,1.0
792.67,1988.0,1.48,59.84,0.91,18.51,5.55,2.83,6.76,4.37,1.02,0.21,0.0,0.0,0.0,0.0,1.0
6006.35,1993.0,2.55,61.29,0.49,17.55,5.01,3.08,5.89,4.82,1.63,0.22,0.0,0.01,0.0,0.0,1.0
6885.88,1948.0,0.36,73.21,0.26,15.86,0.0,0.22,2.11,5.58,2.7,0.06,0.0,0.0,0.0,0.0,1.0
291.99,1951.0,-2.35,56.25,0.8,16.5,8.44,5.06,4.78,5.31,1.12,0.26,0.0,1.49,0.0,0.0,1.0
6230.42,1953.0,3.07,51.29,0.39,14.89,3.09,1.69,3.73,3.31,1.54,0.12,0.0,1.2,18.74,0.0,1.0
7591.82,1978.0,1.04,49.61,1.42,16.76,8.78,8.26,12.05,2.81,0.07,0.23,0.0,0.0,0.0,0.0,1.0
10794.2,1979.0,1.28,51.05,1.98,13.93,11.8,6.97,11.16,2.76,0.14,0.21,0.0,0.0,0.0,0.0,1.0
9022.52,1987.0,-0.5,65.8,0.45,16.95,4.01,1.95,0.76,5.95,2.45,0.2,0.0,1.49,0.0,0.0,1.0
2247.87,1946.0,-4.65,53.94,0.99,20.71,0.0,7.82,13.94,2.48,0.08,0.0,0.0,0.0,0.05,0.0,1.0
8057.46,1957.0,-2.6,64.87,0.23,16.54,2.3,0.93,4.03,4.28,1.54,0.09,0.0,5.21,0.0,0.0,1.0
4868.26,1959.0,-2.67,59.99,0.63,17.0,5.19,3.31,6.35,4.03,1.8,0.22,0.0,1.49,0.0,0.0,1.0
6644.6,1966.0,-1.67,63.97,0.5,14.92,4.07,1.75,2.89,3.47,4.4,0.17,0.0,3.87,0.0,0.0,1.0
11209.82,1970.0,-4.25,44.15,0.0,0.11,0.0,55.46,0.17,0.03,0.02,0.05,0.0,0.0,0.0,0.0,1.0
9278.45,1972.0,-2.87,56.56,1.32,18.13,0.0,7.62,11.71,4.19,0.25,0.16,0.0,0.0,0.06,0.0,1.0
9187.51,1980.0,0.25,53.71,0.31,14.1,7.86,10.35,12.73,0.83,0.09,0.02,0.0,0.0,0.0,0.0,1.0
7692.34,1985.0,0.66,76.53,0.0,16.93,0.0,0.0,0.0,4.9,0.0,0.0,0.0,1.64,0.0,0.0,1.0
8005.44,1992.0,-2.95,42.17,0.36,8.67,2.52,1.06,2.12,2.93,1.31,0.13,0.0,0.94,37.77,0.0,1.0
9828.16,1945.0,-1.59,67.22,0.33,15.81,2.07,0.62,3.33,4.72,2.41,0.11,0.0,3.38,0.0,0.0,1.0
1051.56,1947.0,2.39,57.01,0.95,17.61,4.69,4.91,8.08,4.26,0.77,0.2,0.0,1.52,0.0,0.0,1.0
11553.36,1948.0,1.66,62.4,0.39,17.25,3.24,1.85,4.13,3.89,1.62,0.12,0.0,5.09,0.0,0.0,1.0
2689.43,1949.0,3.17,66.63,0.5,15.52,4.15,1.8,3.34,3.52,4.39,0.16,0.0,0.0,0.0,0.0,1.0
5751.18,1951.0,-1.78,68.61,0.39,14.62,1.89,1.36,1.88,3.32,6.21,0.17,0.0,1.54,0.0,0.0,1.0
8256.81,1968.0,2.93,66.44,0.61,13.67,4.66,3.44,3.95,3.07,3.76,0.41,0.0,0.0,0.0,0.0,1.0
11725.2,1970.0,-4.15,50.55,1.68,14.71,8.11,8.23,12.41,2.3,0.02,0.18,0.0,1.8,0.0,0.0,1.0
9355.29,1975.0,4.94,54.15,1.28,18.78,0.0,9.54,12.78,2.94,0.3,0.17,0.0,0.0,0.05,0.0,1.0
3865.5,1978.0,2.17,50.96,1.78,16.84,8.63,6.34,10.73,3.9,0.56,0.27,0.0,0.0,0.0,0.0,1.0
3925.97,1983.0,-4.4,64.87,0.44,14.93,2.81,1.37,2.96,4.16,3.11,0.14,0.0,5.2,0.0,0.0,1.0
11194.49,1951.0,-0.33,68.35,0.23,17.31,2.07,0.87,3.72,4.16,1.73,0.08,0.0,1.48,0.0,0.0,1.0
2025.79,1958.0,4.51,53.87,0.35,14.68,2.81,1.37,3.1,3.67,1.43,0.09,0.0,1.22,17.41,0.0,1.0
7166.81,1959.0,0.06,49.55,0.31,19.95,0.0,11.88,12.31,2.16,0.21,0.02,0.0,3.61,0.0,0.0,1.0
109.99,1963.0,-3.51,55.64,0.77,16.15,6.41,5.81,7.81,3.37,1.97,0.23,0.0,1.24,0.59,0.0,1.0
1557.14,1964.0,-1.08,68.01,0.3,16.37,2.38,1.51,4.1,4.26,1.42,0.12,0.0,1.52,0.0,0.0,1.0
8733.96,1966.0,2.91,57.08,0.73,16.64,6.15,3.62,7.48,2.95,2.28,0.24,0.0,1.47,1.36,0.0,1.0
4413.67,1967.0,4.94,50.98,0.38,14.48,2.94,1.61,3.9,3.55,1.57,0.15,0.0,0.0,20.44,0.0,1.0
638.06,1969.0,2.34,33.55,0.35,8.67,2.39,1.6,2.28,2.29,1.45,0.15,0.0,0.81,46.46,0.0,1.0
2268.59,1994.0,2.45,33.83,0.36,8.74,2.4,1.62,2.3,2.31,1.46,0.15,0.0,0.0,46.84,0.0,1.0
4776.43,1945.0,3.94,65.05,0.38,15.6,2.51,1.57,2.67,4.9,2.12,0.17,0.0,5.03,0.0,0.0,1.0
7911.65,1950.0,-4.41,56.85,0.79,18.82,7.53,3.66,5.33,5.04,1.75,0.22,0.0,0.0,0.0,0.0,1.0
1699.14,1951.0,-1.21,61.56,0.55,17.82,4.09,2.16,5.61,4.65,1.78,0.24,0.0,1.53,0.0,0.0,1.0
7065.47,1956.0,4.65,48.03,0.48,13.73,3.05,2.62,4.2,3.31,1.75,0.18,0.0,1.16,21.48,0.0,1.0
9644.67,1959.0,-0.35,54.88,0.25,7.86,0.0,22.6,13.4,0.8,0.05,0.15,0.0,0.0,0.0,0.0,1.0
8832.31,1961.0,2.63,56.1,0.27,14.4,7.39,8.16,12.44,1.01,0.22,0.02,0.0,0.0,0.0,0.0,1.0
9789.72,1982.0,2.13,52.26,0.97,17.06,8.03,4.67,7.82,3.09,0.76,0.25,0.0,5.1,0.0,0.0,1.0
2126.76,1983.0,-3.35,56.79,0.09,2.48,0.0,23.62,15.67,0.6,0.03,0.0,0.0,0.0,0.72,0.0,1.0
2321.41,1991.0,-3.19,71.53,0.29,15.24,0.91,0.56,1.77,4.07,4.14,0.09,0.0,1.39,0.0,0.0,1.0
401.54,1949.0,0.43,50.83,2.01,13.71,12.11,6.91,10.91,3.14,0.16,0.22,0.0,0.0,0.0,0.0,1.0
8179.19,1951.0,-0.28,57.79,1.13,16.92,8.65,3.45,3.99,5.86,0.21,0.28,0.0,0.0,1.72,0.0,1.0
5895.19,1955.0,-0.31,56.44,0.7,16.38,6.04,5.87,7.69,3.71,1.32,0.22,0.0,0.0,1.62,0.0,1.0
8629.24,1957.0,0.49,60.01,0.64,16.44,5.1,3.76,6.43,2.85,3.09,0.19,0.0,1.49,0.0,0.0,1.0
5396.02,1972.0,0.61,66.91,0.37,15.89,2.34,1.19,1.58,5.63,4.21,0.14,0.0,1.74,0.0,0.0,1.0
7108.0,1991.0,2.99,50.92,0.7,14.75,4.84,3.78,3.27,4.58,1.16,0.31,0.0,1.32,14.37,0.0,1.0
8272.18,1992.0,-0.65,54.42,1.76,18.8,0.0,8.44,12.27,3.31,0.72,0.24,0.0,0.0,0.04,0.0,1.0
2099.97,1951.0,-2.84,66.15,0.25,17.9,2.72,1.04,5.28,3.92,1.27,0.01,0.0,1.48,0.0,0.0,1.0
3220.62,1953.0,1.7,71.8,0.4,15.01,1.62,0.92,0.74,3.19,6.14,0.18,0.0,0.0,0.0,0.0,1.0
5439.27,1955.0,-4.97,62.99,0.8,16.12,4.57,2.59,4.28,3.88,2.99,0.3,0.0,1.49,0.0,0.0,1.0
5731.38,1973.0,2.95,57.52,0.56,16.38,4.12,2.59,5.51,3.98,2.25,0.2,0.0,5.14,1.75,0.0,1.0
10986.01,1977.0,-0.23,60.86,0.4,16.56,3.47,1.85,4.57,4.28,1.78,0.2,0.0,5.03,1.0,0.0,1.0
10462.07,1986.0,3.78,61.92,0.88,19.16,0.0,3.98,8.76,3.83,1.23,0.23,0.0,0.0,0.0,0.0,1.0
8833.7,1957.0,2.26,56.39,0.16,11.7,2.15,0.76,19.24,2.72,1.73,0.07,0.0,5.08,0.0,0.0,1.0
3450.25,1974.0,-0.46,50.48,1.76,15.94,9.42,7.96,10.88,3.07,0.27,0.21,0.0,0.0,0.0,0.0,1.0
5406.84,1980.0,4.22,77.49,0.74,11.09,0.0,0.0,0.46,6.34,3.89,0.0,0.0,0.0,0.0,0.0,1.0
829.21,1981.0,-4.79,64.74,0.33,15.25,4.77,0.62,3.69,3.92,1.47,0.12,0.0,5.08,0.0,0.0,1.0
725.99,1989.0,0.02,63.93,0.53,16.48,8.04,1.73,3.1,3.56,2.49,0.11,0.0,0.0,0.03,0.0,1.0
6948.77,1953.0,-3.7,60.1,0.66,17.75,4.32,2.07,4.12,5.42,2.56,0.28,0.0,1.47,1.25,0.0,1.0
3180.06,1958.0,-0.54,66.75,0.35,17.03,2.98,1.63,4.21,4.28,1.13,0.15,0.0,1.48,0.0,0.0,1.0
2818.46,1976.0,-0.17,52.45,0.87,12.57,8.57,11.91,8.65,2.7,1.35,0.23,0.0,0.69,0.0,0.0,1.0
6754.93,1978.0,3.7,42.62,0.27,5.28,9.64,32.22,4.52,0.03,0.07,0.0,0.0,5.36,0.0,0.0,1.0
6323.08,1983.0,-2.73,52.81,0.96,17.17,7.32,6.42,8.94,3.3,1.22,0.37,0.0,1.49,0.0,0.0,1.0
1244.34,1984.0,2.18,58.5,0.72,16.82,6.02,3.52,7.55,2.99,2.47,0.24,0.0,0.0,1.16,0.0,1.0
8085.64,1986.0,-3.32,51.5,0.37,13.53,2.92,1.55,3.48,3.61,1.66,0.12,0.0,1.18,20.08,0.0,1.0
4658.72,1992.0,0.32,50.47,1.5,15.67,10.0,7.97,11.28,2.89,0.09,0.14,0.0,0.0,0.0,0.0,1.0
2843.18,1949.0,0.87,61.81,0.73,15.01,4.42,4.27,4.45,2.8,3.89,0.1,0.0,1.49,1.02,0.0,1.0
10665.76,1957.0,1.34,60.07,0.59,16.55,5.27,3.55,6.85,4.0,1.2,0.22,0.0,1.7,0.0,0.0,1.0
10525.42,1960.0,3.53,53.78,0.39,17.75,0.0,9.57,15.44,2.65,0.03,0.01,0.0,0.28,0.11,0.0,1.0
1144.26,1984.0,1.44,65.39,0.23,16.22,2.29,1.03,3.86,4.06,1.67,0.08,0.0,5.18,0.0,0.0,1.0
1655.06,1987.0,2.51,67.86,0.2,18.3,2.24,0.88,3.79,3.97,1.23,0.04,0.0,1.48,0.0,0.0,1.0
4462.34,1992.0,1.84,64.95,0.41,15.39,3.63,0.76,3.24,3.22,4.08,0.15,0.0,4.17,0.0,0.0,1.0
8233.25,1946.0,1.42,66.14,0.25,15.88,3.05,0.58,3.25,3.63,2.1,0.07,0.0,5.04,0.0,0.0,1.0
1098.64,1947.0,-0.33,51.11,1.69,15.6,9.96,7.4,11.3,2.5,0.28,0.17,0.0,0.0,0.0,0.0,1.0
4138.01,1951.0,-4.02,49.2,0.9,17.04,8.97,8.98,12.76,2.03,0.04,0.09,0.0,0.0,0.0,0.0,1.0
7854.2,1967.0,1.28,57.28,0.94,17.69,6.9,3.31,7.7,2.74,3.09,0.36,0.0,0.0,0.0,0.0,1.0
7573.95,1972.0,1.55,66.76,0.75,16.01,4.29,1.14,3.04,4.67,3.15,0.19,0.0,0.0,0.0,0.0,1.0
2343.57,1980.0,1.4,69.17,0.25,17.43,1.89,0.88,1.69,5.96,1.32,0.08,0.0,1.33,0.0,0.0,1.0
7388.47,1994.0,3.88,50.84,1.17,15.48,9.56,8.07,12.6,2.07,0.08,0.13,0.0,0.0,0.0,0.0,1.0
6437.03,1946.0,4.88,76.53,0.0,16.93,0.0,0.0,0.0,4.9,0.0,0.0,0.0,1.64,0.0,0.0,1.0
771.17,1951.0,-2.83,66.1,0.2,16.01,2.2,0.96,3.92,4.06,1.33,0.09,0.0,5.14,0.0,0.0,1.0
3736.8,1952.0,0.05,51.72,0.39,14.7,2.98,1.63,3.96,3.6,1.59,0.15,0.0,0.0,19.29,0.0,1.0
1246.18,1954.0,-0.15,49.32,1.05,16.08,9.27,9.51,12.19,1.99,0.43,0.16,0.0,0.0,0.0,0.0,1.0
1860.4,1961.0,1.91,61.64,0.57,17.61,3.91,2.59,4.4,4.9,2.64,0.25,0.0,1.49,0.0,0.0,1.0
2035.54,1969.0,0.82,51.91,0.39,15.07,3.13,1.71,3.77,3.36,1.56,0.12,0.0,0.0,18.97,0.0,1.0
911.65,1971.0,2.72,62.02,0.44,16.13,3.41,2.0,4.76,4.1,1.85,0.16,0.0,5.12,0.0,0.0,1.0
7691.41,1975.0,3.31,59.41,0.17,12.32,2.27,0.8,20.27,2.87,1.83,0.07,0.0,0.0,0.0,0.0,1.0
566.26,1976.0,-0.56,59.88,1.09,17.61,5.07,4.47,4.96,2.54,2.74,0.13,0.0,1.52,0.0,0.0,1.0
7884.83,1978.0,2.31,68.56,0.34,15.96,2.15,1.08,2.1,5.16,3.01,0.16,0.0,1.48,0.0,0.0,1.0
7137.96,1979.0,3.07,33.55,0.35,8.67,2.39,1.6,2.28,2.29,1.45,0.15,0.0,0.81,46.46,0.0,1.0
10471.73,1984.0,3.61,62.89,0.52,17.89,3.58,2.09,3.74,4.72,2.72,0.2,0.0,1.49,0.18,0.0,1.0
3948.67,1988.0,-2.91,52.09,0.36,14.78,2.99,1.57,3.83,3.55,1.49,0.13,0.0,1.21,18.02,0.0,1.0
2500.02,1990.0,1.41,62.55,0.41,16.03,5.72,0.81,3.01,4.82,1.48,0.14,0.0,5.03,0.0,0.0,1.0
560.35,1991.0,1.5,50.13,1.83,16.13,9.34,7.3,11.49,3.02,0.54,0.23,0.0,0.0,0.0,0.0,1.0
8568.5,1993.0,0.44,49.03,0.52,15.65,4.27,2.45,5.6,3.14,1.36,0.28,0.0,1.24,16.47,0.0,1.0
2791.95,1947.0,-0.95,67.56,0.24,15.15,1.87,1.07,3.21,4.12,1.56,0.1,0.0,5.12,0.0,0.0,1.0
11641.22,1955.0,-3.0,67.11,0.29,15.21,2.31,1.05,2.95,4.85,1.05,0.1,0.0,5.09,0.0,0.0,1.0
612.27,1964.0,-1.99,48.39,0.47,10.79,3.22,0.9,1.94,3.82,2.38,0.17,0.0,1.11,26.82,0.0,1.0
5124.26,1969.0,1.57,53.87,0.35,14.68,2.81,1.37,3.1,3.67,1.43,0.09,0.0,1.22,17.41,0.0,1.0
10160.7,1976.0,2.96,66.66,0.5,15.64,2.84,1.96,2.92,5.75,2.02,0.18,0.0,1.53,0.0,0.0,1.0
1531.75,1984.0,-2.2,69.49,0.35,15.15,2.67,1.37,2.64,5.8,0.95,0.11,0.0,1.48,0.0,0.0,1.0
3356.09,1986.0,3.06,64.12,0.4,17.34,3.46,1.76,4.72,4.31,1.85,0.15,0.0,0.0,1.89,0.0,1.0
10311.86,1990.0,-4.88,76.46,0.27,13.65,0.12,0.22,2.11,5.17,1.9,0.08,0.0,0.0,0.0,0.0,1.0
1001.41,1946.0,0.38,50.36,1.69,16.12,9.63,7.56,11.3,2.94,0.24,0.17,0.0,0.0,0.0,0.0,1.0
6529.62,1948.0,-1.74,51.64,0.15,13.49,0.0,20.07,13.22,0.96,0.0,0.0,0.0,0.0,0.48,0.0,1.0
10101.48,1959.0,2.38,46.74,0.03,0.13,0.0,51.87,0.88,0.03,0.2,0.0,0.0,0.0,0.12,0.0,1.0
6621.63,1961.0,-3.23,50.75,0.8,14.94,7.24,9.85,8.47,2.53,1.71,0.31,0.0,1.46,1.95,0.0,1.0
1230.41,1964.0,1.59,51.32,1.29,14.81,10.04,8.36,11.52,2.35,0.16,0.15,0.0,0.0,0.0,0.0,1.0
7943.59,1965.0,4.43,49.59,0.55,19.02,7.82,5.95,9.99,5.0,0.52,0.05,0.0,1.5,0.0,0.0,1.0
8812.67,1978.0,3.3,50.88,1.5,14.6,10.55,7.3,12.22,2.69,0.11,0.15,0.0,0.0,0.0,0.0,1.0
5035.94,1945.0,2.32,55.61,0.37,15.04,7.45,8.31,11.65,1.38,0.18,0.02,0.0,0.0,0.0,0.0,1.0
5007.09,1947.0,-0.2,50.56,1.88,14.06,12.34,6.89,11.44,2.52,0.16,0.15,0.0,0.0,0.0,0.0,1.0
932.76,1950.0,-0.85,51.29,0.98,15.0,9.05,8.26,12.99,2.14,0.17,0.13,0.0,0.0,0.0,0.0,1.0
1769.78,1960.0,1.37,53.41,0.38,16.98,0.0,11.77,14.81,2.62,0.02,0.01,0.0,0.0,0.0,0.0,1.0
10569.29,1964.0,-2.65,57.77,0.12,3.18,0.0,24.49,13.44,0.3,0.0,0.0,0.0,0.0,0.7,0.0,1.0
1019.91,1968.0,1.03,51.27,1.18,15.02,10.05,7.91,12.11,2.23,0.11,0.12,0.0,0.0,0.0,0.0,1.0
10812.45,1978.0,1.86,57.81,0.05,0.99,0.0,23.86,16.83,0.0,0.0,0.0,0.0,0.0,0.46,0.0,1.0
11219.74,1986.0,1.53,51.42,1.51,15.41,9.92,7.13,11.02,3.28,0.18,0.13,0.0,0.0,0.0,0.0,1.0
8933.59,1987.0,3.79,53.79,0.61,14.88,8.56,8.8,9.01,2.91,1.26,0.18,0.0,0.0,0.0,0.0,1.0
7182.27,1947.0,-0.24,49.31,0.5,20.67,0.0,14.68,12.71,1.65,0.26,0.15,0.0,0.0,0.07,0.0,1.0
6885.76,1948.0,-2.69,53.18,0.58,15.54,10.08,6.55,11.51,2.06,0.45,0.06,0.0,0.0,0.0,0.0,1.0
7387.8,1949.0,-4.65,44.51,0.02,1.63,7.18,44.49,1.01,0.01,0.25,0.02,0.0,0.0,0.88,0.0,1.0
2676.82,1952.0,1.83,48.3,0.8,14.0,8.35,13.08,10.07,2.59,1.03,0.28,0.0,1.49,0.0,0.0,1.0
9250.53,1976.0,0.87,48.6,1.25,17.6,8.98,10.22,11.49,1.71,0.05,0.09,0.0,0.0,0.0,0.0,1.0
7143.98,1978.0,1.51,54.81,0.98,16.2,6.94,5.49,7.86,3.19,1.73,0.28,0.0,1.08,1.43,0.0,1.0
508.1,1979.0,0.62,54.66,1.6,17.71,0.0,9.71,12.42,3.28,0.37,0.2,0.0,0.0,0.05,0.0,1.0
1660.53,1980.0,3.91,52.12,2.16,13.28,13.98,5.25,10.21,2.67,0.12,0.21,0.0,0.0,0.0,0.0,1.0
11695.9,1984.0,-0.24,50.84,0.13,22.55,0.0,11.47,12.35,2.62,0.02,0.01,0.0,0.0,0.0,0.0,1.0
8783.33,1991.0,0.49,57.07,0.77,15.44,5.33,6.04,7.06,3.87,2.45,0.48,0.0,1.49,0.0,0.0,1.0
5743.77,1947.0,-4.13,54.05,1.28,18.76,0.0,9.66,12.77,2.94,0.31,0.18,0.0,0.0,0.05,0.0,1.0
7720.25,1957.0,1.43,54.13,0.4,15.25,7.85,8.67,12.1,1.43,0.13,0.03,0.0,0.0,0.0,0.0,1.0
7544.25,1959.0,-4.45,46.73,0.06,2.32,0.0,43.31,2.45,0.03,0.01,0.0,0.0,5.08,0.0,0.0,1.0
895.31,1960.0,-0.4,57.15,1.12,16.55,5.38,5.88,6.83,3.34,2.01,0.23,0.0,1.51,0.0,0.0,1.0
10114.01,1961.0,-3.11,55.1,0.96,17.71,0.0,6.49,14.02,4.04,0.14,0.02,0.0,1.51,0.01,0.0,1.0
1657.11,1971.0,-2.53,50.76,1.22,15.92,8.72,8.54,11.66,2.66,0.13,0.0,0.0,0.39,0.0,0.0,1.0
3908.56,1979.0,2.07,50.86,2.68,14.66,11.83,5.98,9.92,3.51,0.28,0.28,0.0,0.0,0.0,0.0,1.0
3027.92,1992.0,-2.09,52.88,0.31,14.86,0.0,13.05,14.33,2.47,0.06,0.01,0.0,1.85,0.18,0.0,1.0
4767.63,1945.0,2.67,17.79,6.59,11.51,53.69,6.83,2.48,0.97,0.12,0.02,0.0,0.0,0.0,0.0,1.0
1708.73,1949.0,-0.53,49.4,1.35,15.99,7.97,8.24,13.82,2.36,0.64,0.23,0.0,0.0,0.0,0.0,1.0
6489.45,1950.0,-4.04,52.33,0.87,12.52,8.34,10.99,8.58,2.77,1.3,0.27,0.0,0.34,1.71,0.0,1.0
8060.14,1953.0,1.36,55.91,1.6,17.02,0.0,8.9,13.17,3.07,0.12,0.16,0.0,0.0,0.04,0.0,1.0
10758.33,1962.0,3.57,45.77,0.27,19.35,0.0,27.48,5.64,0.0,0.0,0.0,0.0,0.0,1.5,0.0,1.0
8244.72,1973.0,0.02,50.21,0.1,0.92,0.0,47.87,0.61,0.0,0.08,0.0,0.0,0.0,0.22,0.0,1.0
4707.13,1954.0,2.05,54.1,1.29,18.89,0.0,9.52,12.8,2.85,0.31,0.19,0.0,0.0,0.05,0.0,1.0
5189.17,1958.0,-2.26,57.71,0.65,16.39,4.8,5.19,4.43,4.57,2.37,0.29,0.0,1.46,2.13,0.0,1.0
10043.99,1963.0,0.71,48.22,0.01,1.55,0.0,48.4,1.35,0.05,0.01,0.0,0.0,0.0,0.41,0.0,1.0
5919.33,1965.0,4.27,44.17,0.2,2.32,8.17,43.97,0.99,0.18,0.0,0.0,0.0,0.0,0.0,0.0,1.0
9808.44,1982.0,2.09,58.78,1.19,17.08,5.57,5.4,6.64,3.04,2.04,0.25,0.0,0.0,0.0,0.0,1.0
1044.74,1988.0,2.34,46.17,0.03,1.88,8.53,42.09,1.17,0.12,0.0,0.01,0.0,0.0,0.0,0.0,1.0
9875.32,1990.0,-1.81,56.4,1.63,16.81,0.0,8.26,13.03,3.3,0.34,0.18,0.0,0.0,0.05,0.0,1.0
5066.62,1958.0,-2.65,59.84,0.27,12.6,3.75,8.13,4.46,3.59,1.59,0.1,0.0,3.71,1.99,0.0,1.0
3347.39,1964.0,0.89,50.59,1.64,15.04,10.48,7.44,11.89,2.62,0.12,0.18,0.0,0.0,0.0,0.0,1.0
6540.99,1974.0,2.11,51.89,0.41,18.47,0.0,12.17,14.73,1.98,0.03,0.03,0.0,0.0,0.29,0.0,1.0
5349.26,1975.0,-0.75,51.28,0.08,19.51,0.0,10.46,17.49,1.02,0.03,0.0,0.0,0.0,0.13,0.0,1.0
11615.07,1980.0,3.41,49.46,1.16,18.07,8.21,8.19,12.04,2.53,0.2,0.15,0.0,0.0,0.0,0.0,1.0
5688.11,1982.0,4.58,51.19,1.5,15.54,9.24,8.1,11.0,3.12,0.18,0.13,0.0,0.0,0.0,0.0,1.0
4426.33,1983.0,-4.2,47.82,0.6,11.18,10.4,16.31,10.48,1.94,1.07,0.19,0.0,0.0,0.0,0.0,1.0
10956.6,1987.0,-4.66,57.88,0.56,15.06,6.98,5.41,7.42,4.03,0.9,0.28,0.0,1.48,0.0,0.0,1.0
4394.57,1994.0,2.18,56.35,0.27,20.05,0.0,9.8,9.71,3.63,0.16,0.03,0.0,0.0,0.0,0.0,1.0
2045.14,1946.0,-4.48,49.14,1.54,16.38,9.9,7.88,12.14,2.8,0.09,0.13,0.0,0.0,0.0,0.0,1.0
965.79,1947.0,-0.61,52.57,0.95,16.46,6.62,5.53,8.52,2.56,2.83,0.38,0.0,1.46,2.12,0.0,1.0
4116.9,1951.0,-1.3,51.21,1.29,14.47,10.06,8.81,11.51,2.53,0.04,0.08,0.0,0.0,0.0,0.0,1.0
11224.94,1963.0,1.35,51.44,1.16,14.95,9.04,8.14,12.72,2.22,0.19,0.14,0.0,0.0,0.0,0.0,1.0
538.97,1975.0,4.25,53.09,1.0,19.19,0.0,10.78,13.39,2.38,0.05,0.07,0.0,0.0,0.04,0.0,1.0
10294.57,1977.0,-3.01,55.83,0.8,17.67,5.34,5.21,6.76,4.73,1.44,0.27,0.0,1.48,0.48,0.0,1.0
2578.05,1978.0,0.83,49.97,1.6,16.39,9.9,7.69,11.28,2.97,0.04,0.14,0.0,0.0,0.0,0.0,1.0
2996.79,1945.0,0.76,51.97,0.77,17.01,7.41,6.38,9.95,2.54,1.51,0.2,0.0,1.48,0.76,0.0,1.0
3839.4,1951.0,-1.27,50.43,2.08,13.98,11.98,7.3,11.18,2.77,0.09,0.2,0.0,0.0,0.0,0.0,1.0
2005.88,1959.0,2.64,52.46,1.02,17.54,7.91,7.09,9.23,3.33,1.07,0.35,0.0,0.0,0.0,0.0,1.0
3684.83,1964.0,2.51,5.02,8.68,7.18,72.8,6.12,0.09,0.06,0.03,0.01,0.0,0.0,0.0,0.0,1.0
10524.59,1966.0,1.35,58.84,0.72,16.12,5.99,5.46,6.51,3.12,1.75,0.0,0.0,1.48,0.0,0.0,1.0
9370.34,1969.0,2.49,56.14,0.35,15.29,7.45,7.46,11.62,1.48,0.18,0.02,0.0,0.0,0.0,0.0,1.0
10930.15,1970.0,3.26,45.85,0.01,1.02,7.86,42.33,2.79,0.08,0.06,0.0,0.0,0.0,0.0,0.0,1.0
1779.15,1983.0,2.13,49.35,1.0,17.54,7.64,10.57,11.27,2.5,0.06,0.07,0.0,0.0,0.0,0.0,1.0
