Pressure,Temperature,fO2,SiO2,TiO2,Al2O3,FeO,MgO,CaO,Na2O,K2O,P2O5,MnO,H2O,Cr2O3,NiO,Failed
5255.62,1988.0,-2.1,63.25,0.51,17.44,3.34,2.52,4.77,5.02,1.44,0.23,0.0,1.48,0.0,0.0,1.0
6209.68,1951.0,-0.12,65.43,0.43,16.33,7.08,0.2,2.84,4.35,1.69,0.13,0.0,1.52,0.0,0.0,1.0
9869.34,1955.0,2.97,53.01,3.1,14.63,12.32,4.04,8.07,3.98,0.85,0.0,0.0,0.0,0.0,0.0,1.0
539.18,1956.0,0.23,62.63,0.68,15.66,3.24,1.65,3.79,3.79,3.21,0.19,0.0,5.15,0.0,0.0,1.0
4941.92,1957.0,-0.1,52.64,0.4,20.2,0.0,5.69,14.93,3.85,0.08,0.09,0.0,2.11,0.01,0.0,1.0
9546.89,1962.0,-0.98,55.02,1.45,17.98,0.0,8.76,12.81,3.35,0.43,0.16,0.0,0.0,0.05,0.0,1.0
8079.67,1965.0,4.81,52.05,0.33,13.79,2.67,1.39,3.61,3.46,1.63,0.13,0.0,1.19,19.75,0.0,1.0
7825.07,1971.0,-2.13,58.4,0.99,16.21,5.78,2.96,4.45,4.55,2.77,0.4,0.0,1.48,2.03,0.0,1.0
8173.04,1980.0,4.46,61.42,0.59,18.08,3.98,2.85,6.1,4.43,2.32,0.24,0.0,0.0,0.0,0.0,1.0
4982.95,1983.0,0.43,55.47,0.79,16.26,5.67,3.73,6.61,4.07,1.8,0.44,0.0,5.16,0.0,0.0,1.0
10530.28,1984.0,-1.06,59.43,0.37,17.09,3.93,1.52,5.27,3.88,1.33,0.15,0.0,5.1,1.94,0.0,1.0
7426.48,1989.0,2.45,53.15,0.79,17.83,7.52,6.25,9.9,2.68,1.67,0.2,0.0,0.0,0.0,0.0,1.0
7091.52,1992.0,-3.41,57.64,1.6,17.17,0.0,7.43,12.18,3.57,0.36,0.0,0.0,0.0,0.05,0.0,1.0
8438.34,1950.0,-4.01,65.87,0.22,15.93,2.22,0.98,4.09,3.99,1.38,0.11,0.0,5.2,0.0,0.0,1.0
33.84,1951.0,-1.08,49.31,0.01,1.29,0.0,47.55,1.36,0.01,0.0,0.0,0.0,0.0,0.46,0.0,1.0
10200.58,1965.0,-3.04,51.06,0.35,14.02,2.79,1.51,3.81,3.52,1.65,0.13,0.0,1.18,19.99,0.0,1.0
421.05,1967.0,-1.95,61.02,0.38,16.5,3.29,1.68,4.49,4.1,1.76,0.14,0.0,5.1,1.54,0.0,1.0
4455.64,1973.0,0.42,66.96,0.45,15.94,3.16,1.36,3.06,4.39,3.06,0.18,0.0,1.43,0.0,0.0,1.0
1937.86,1982.0,1.94,42.17,0.36,8.67,2.52,1.06,2.12,2.93,1.31,0.13,0.0,0.94,37.77,0.0,1.0
8444.24,1983.0,0.13,61.47,0.57,17.56,3.9,2.58,4.39,4.88,2.63,0.25,0.0,1.49,0.29,0.0,1.0
1239.37,1991.0,-4.81,48.72,0.49,13.92,3.09,2.66,4.26,3.36,1.78,0.19,0.0,0.0,21.55,0.0,1.0
10989.33,1948.0,-0.77,61.12,1.07,15.87,5.17,2.77,4.57,4.2,3.25,0.49,0.0,1.49,0.0,0.0,1.0
5485.28,1952.0,-4.78,65.3,0.38,16.38,2.81,1.81,4.13,4.88,1.63,0.18,0.0,2.49,0.0,0.0,1.0
9259.27,1954.0,2.98,51.72,0.4,15.62,3.87,1.78,5.12,3.64,1.12,0.16,0.0,1.25,15.31,0.0,1.0
11447.2,1955.0,-3.9,50.87,0.7,14.73,4.83,3.78,3.27,4.58,1.16,0.31,0.0,1.32,14.46,0.0,1.0
9409.06,1957.0,-3.67,49.91,1.45,16.54,8.43,8.67,10.81,3.3,0.29,0.18,0.0,0.42,0.0,0.0,1.0
1815.74,1964.0,-0.36,65.7,0.2,16.62,2.21,0.92,3.82,4.15,1.2,0.03,0.0,5.15,0.0,0.0,1.0
7186.35,1970.0,1.37,57.72,0.62,17.2,5.2,3.68,6.87,3.86,1.63,0.2,0.0,1.46,1.55,0.0,1.0
10637.8,1987.0,4.62,46.68,0.03,1.77,12.38,37.99,1.14,0.0,0.0,0.01,0.0,0.0,0.0,0.0,1.0
9370.29,1991.0,-3.73,47.78,0.51,15.04,4.25,2.47,5.41,3.59,1.43,0.3,0.0,1.21,18.0,0.0,1.0
51.05,1945.0,2.34,55.56,0.73,14.51,4.59,3.1,3.03,5.18,0.88,0.29,0.0,1.37,10.77,0.0,1.0
3776.05,1952.0,0.78,49.51,0.92,17.4,8.11,9.34,12.23,2.41,0.02,0.06,0.0,0.0,0.0,0.0,1.0
1475.09,1968.0,4.62,68.47,0.45,16.19,2.62,0.84,3.53,4.63,1.61,0.15,0.0,1.5,0.0,0.0,1.0
8884.13,1973.0,3.88,33.55,0.35,8.67,2.39,1.6,2.28,2.29,1.45,0.15,0.0,0.81,46.46,0.0,1.0
8574.67,1981.0,-2.21,65.23,0.21,17.09,2.27,0.93,3.87,3.81,1.34,0.08,0.0,5.16,0.0,0.0,1.0
2384.27,1986.0,-0.66,72.77,0.0,20.45,0.0,0.0,0.0,4.96,0.0,0.0,0.0,1.81,0.0,0.0,1.0
103.2,1990.0,-1.96,60.03,0.91,16.02,3.43,4.53,7.46,3.55,2.16,0.39,0.0,1.53,0.0,0.0,1.0
1585.03,1946.0,-1.82,43.1,6.87,12.47,20.07,5.42,8.76,3.21,0.08,0.02,0.0,0.0,0.0,0.0,1.0
8639.37,1949.0,1.56,67.14,0.63,15.82,3.39,0.64,2.74,3.41,4.57,0.17,0.0,1.51,0.0,0.0,1.0
8386.05,1950.0,1.11,55.03,0.81,24.51,0.0,3.12,10.93,3.45,1.35,0.8,0.0,0.0,0.0,0.0,1.0
978.86,1952.0,0.19,61.07,0.29,13.73,4.2,8.79,4.66,3.57,1.51,0.07,0.0,2.12,0.0,0.0,1.0
6598.34,1960.0,3.53,49.08,0.02,1.2,0.0,48.27,0.95,0.0,0.0,0.0,0.0,0.0,0.48,0.0,1.0
11377.18,1977.0,-3.87,52.15,0.67,18.09,5.57,3.4,8.23,4.0,1.33,0.2,0.0,5.18,1.17,0.0,1.0
7759.47,1983.0,1.53,33.55,0.35,8.67,2.39,1.6,2.28,2.29,1.45,0.15,0.0,0.81,46.46,0.0,1.0
9234.65,1988.0,0.82,62.44,0.66,17.38,4.53,3.32,2.62,4.38,1.32,0.05,0.0,3.29,0.0,0.0,1.0
2571.44,1991.0,-1.16,73.19,0.0,19.84,0.0,0.0,0.0,5.15,0.0,0.0,0.0,1.82,0.0,0.0,1.0
5391.21,1960.0,4.9,62.45,0.56,16.64,4.33,3.09,5.76,3.6,1.41,0.09,0.0,2.07,0.0,0.0,1.0
10474.61,1965.0,-4.1,67.62,0.4,15.56,2.99,1.58,1.79,5.23,2.45,0.15,0.0,2.23,0.0,0.0,1.0
452.44,1966.0,-1.8,54.44,1.83,15.18,7.95,3.63,11.26,2.57,1.31,0.0,0.0,1.82,0.0,0.0,1.0
2985.88,1970.0,0.46,52.73,0.36,14.96,3.02,1.59,3.88,3.59,1.5,0.13,0.0,0.0,18.24,0.0,1.0
6969.81,1977.0,-0.19,54.35,0.66,16.01,7.6,7.37,6.43,3.74,2.07,0.27,0.0,1.5,0.0,0.0,1.0
1775.4,1980.0,4.78,59.18,0.7,16.25,5.79,3.89,6.85,2.8,2.87,0.2,0.0,1.49,0.0,0.0,1.0
3680.24,1981.0,-4.3,52.08,0.38,15.74,4.12,1.87,5.16,3.49,1.09,0.17,0.0,1.26,14.64,0.0,1.0
9535.76,1982.0,2.77,74.48,0.0,19.08,0.0,0.0,0.0,5.21,0.0,0.0,0.0,0.0,1.23,0.0,1.0
3976.91,1985.0,-0.65,54.15,0.84,16.92,7.95,6.32,5.7,4.08,2.08,0.23,0.0,0.0,1.74,0.0,1.0
3322.91,1947.0,2.7,60.66,0.82,16.16,4.2,0.94,4.13,3.94,3.96,0.34,0.0,4.85,0.0,0.0,1.0
11867.47,1948.0,-4.91,64.98,0.44,14.93,2.79,1.36,2.93,4.15,3.11,0.14,0.0,5.17,0.0,0.0,1.0
9674.51,1958.0,-4.69,69.11,0.35,15.06,2.16,1.18,2.21,4.96,3.32,0.18,0.0,1.48,0.0,0.0,1.0
6235.14,1961.0,-0.79,75.94,0.0,17.62,0.0,0.0,0.0,4.73,0.0,0.0,0.0,1.71,0.0,0.0,1.0
1748.03,1963.0,1.4,50.97,1.64,14.79,10.39,7.15,11.85,2.89,0.12,0.19,0.0,0.0,0.0,0.0,1.0
1583.91,1976.0,2.47,62.93,0.52,17.38,3.77,2.02,5.51,4.3,1.93,0.17,0.0,1.49,0.0,0.0,1.0
6727.53,1983.0,-4.87,44.63,0.01,0.83,7.54,46.52,0.45,0.0,0.01,0.01,0.0,0.0,0.0,0.0,1.0
1553.59,1985.0,-2.49,57.33,0.68,16.59,5.77,5.12,7.44,3.72,1.61,0.26,0.0,1.49,0.0,0.0,1.0
8442.77,1992.0,3.57,55.1,1.3,18.63,0.0,9.3,11.06,3.94,0.23,0.14,0.0,0.3,0.0,0.0,1.0
3154.01,1951.0,-4.53,64.25,0.37,15.91,3.78,2.52,4.72,3.68,1.26,0.1,0.0,3.39,0.0,0.0,1.0
885.28,1954.0,1.54,69.7,0.17,15.16,0.98,0.51,1.24,5.65,1.57,0.01,0.0,5.01,0.0,0.0,1.0
10364.2,1957.0,0.48,58.98,0.61,15.87,4.99,2.47,5.96,2.84,2.91,0.21,0.0,5.17,0.0,0.0,1.0
9033.57,1958.0,0.05,78.59,0.2,12.85,0.0,0.34,1.45,5.33,1.19,0.05,0.0,0.0,0.0,0.0,1.0
6735.05,1959.0,-4.4,57.38,0.83,16.69,4.05,3.51,7.92,4.35,2.48,0.55,0.0,1.48,0.76,0.0,1.0
4373.81,1961.0,3.24,50.34,1.68,14.43,10.73,7.65,12.06,2.86,0.12,0.13,0.0,0.0,0.0,0.0,1.0
2561.58,1967.0,0.24,53.91,0.11,1.04,0.0,43.68,0.27,0.25,0.22,0.04,0.0,0.0,0.48,0.0,1.0
2471.28,1968.0,0.36,67.56,0.24,15.15,1.87,1.07,3.21,4.12,1.56,0.1,0.0,5.12,0.0,0.0,1.0
10447.73,1970.0,-1.72,56.6,0.38,15.79,3.55,1.99,5.11,3.95,0.84,0.19,0.0,0.0,11.61,0.0,1.0
7635.51,1977.0,-3.86,66.61,0.29,17.37,2.22,1.48,4.05,4.93,1.48,0.1,0.0,1.48,0.0,0.0,1.0
6843.11,1983.0,-0.47,46.51,0.63,13.79,4.47,2.9,3.01,2.42,2.05,0.23,0.0,1.2,22.78,0.0,1.0
2188.41,1945.0,1.23,60.74,0.88,15.83,4.83,4.27,4.67,4.54,2.31,0.35,0.0,1.54,0.03,0.0,1.0
2646.8,1951.0,0.77,68.72,0.38,14.98,1.49,1.3,2.03,2.33,8.65,0.11,0.0,0.0,0.0,0.0,1.0
1405.18,1954.0,0.04,72.83,0.22,16.23,2.19,0.67,3.82,3.07,0.92,0.05,0.0,0.0,0.0,0.0,1.0
1440.63,1955.0,0.96,50.73,1.29,14.91,10.11,7.57,12.51,2.64,0.11,0.13,0.0,0.0,0.0,0.0,1.0
10666.82,1959.0,-3.21,69.14,0.2,13.86,2.11,0.51,3.14,4.63,1.26,0.07,0.0,5.08,0.0,0.0,1.0
7722.9,1960.0,-2.34,58.43,0.98,17.3,3.81,4.22,6.93,3.81,2.74,0.28,0.0,1.5,0.0,0.0,1.0
2526.38,1967.0,4.91,60.22,0.62,17.1,5.02,3.25,6.3,3.94,1.83,0.23,0.0,1.49,0.0,0.0,1.0
1388.36,1981.0,2.85,54.47,0.62,13.18,4.35,2.07,4.46,3.74,1.13,0.23,0.0,1.32,14.41,0.0,1.0
11192.9,1991.0,0.47,63.12,0.69,16.05,4.27,1.69,4.14,3.57,2.45,0.23,0.0,3.78,0.0,0.0,1.0
6244.9,1949.0,-3.67,49.25,1.6,15.72,10.07,8.16,12.18,2.72,0.17,0.12,0.0,0.0,0.0,0.0,1.0
5348.27,1950.0,0.33,50.38,1.18,15.62,8.83,8.56,12.68,2.56,0.08,0.09,0.0,0.0,0.0,0.0,1.0
5500.92,1951.0,4.36,58.75,0.68,16.18,5.66,3.65,6.4,2.73,2.81,0.2,0.0,1.47,1.46,0.0,1.0
7408.34,1952.0,-4.53,70.1,0.29,15.78,2.67,0.66,1.93,3.62,3.61,0.1,0.0,1.23,0.0,0.0,1.0
6350.76,1955.0,-4.52,58.18,0.63,17.04,5.24,3.76,6.79,3.93,1.67,0.21,0.0,1.47,1.09,0.0,1.0
2039.45,1958.0,3.33,61.29,0.78,15.08,4.44,3.23,4.42,3.72,3.38,0.3,0.0,1.46,1.9,0.0,1.0
3741.3,1969.0,-3.66,50.42,0.01,1.01,0.0,46.71,1.18,0.01,0.0,0.01,0.0,0.0,0.64,0.0,1.0
9401.62,1970.0,3.89,61.42,0.59,18.08,3.98,2.85,6.1,4.43,2.32,0.24,0.0,0.0,0.0,0.0,1.0
8361.89,1974.0,-1.5,65.64,0.32,17.56,2.31,0.87,3.04,4.32,0.84,0.08,0.0,5.01,0.0,0.0,1.0
678.68,1977.0,3.86,49.08,0.02,1.2,0.0,48.27,0.95,0.0,0.0,0.0,0.0,0.0,0.48,0.0,1.0
611.89,1979.0,2.39,50.36,1.91,14.13,12.32,7.12,11.1,2.78,0.1,0.18,0.0,0.0,0.0,0.0,1.0
5402.07,1987.0,1.51,56.3,1.28,16.61,0.0,8.95,13.71,2.93,0.08,0.07,0.0,0.0,0.06,0.0,1.0
10286.22,1988.0,2.73,61.85,0.69,16.68,4.6,3.5,5.89,4.53,1.94,0.3,0.0,0.0,0.0,0.0,1.0
6745.14,1949.0,1.63,69.75,0.2,16.81,2.29,1.02,4.24,4.34,1.27,0.09,0.0,0.0,0.0,0.0,1.0
4655.41,1950.0,2.1,65.94,0.21,15.97,2.28,0.93,3.99,4.18,1.25,0.1,0.0,5.16,0.0,0.0,1.0
1848.42,1952.0,-0.85,74.55,0.0,20.21,0.0,0.0,0.0,5.24,0.0,0.0,0.0,0.0,0.0,0.0,1.0
5339.18,1962.0,1.29,60.07,0.59,16.55,5.27,3.55,6.85,4.0,1.2,0.22,0.0,1.7,0.0,0.0,1.0
8692.33,1964.0,-0.36,62.64,0.52,16.14,7.88,1.69,3.03,3.48,2.44,0.11,0.0,2.05,0.0,0.0,1.0
10239.79,1966.0,4.05,70.3,0.29,15.94,2.44,1.1,3.71,4.71,1.4,0.1,0.0,0.0,0.0,0.0,1.0
3390.84,1967.0,2.66,42.96,0.05,0.77,9.22,46.18,0.53,0.0,0.0,0.01,0.0,0.0,0.29,0.0,1.0
3055.06,1976.0,4.97,72.44,0.3,15.23,1.52,0.55,0.82,4.3,4.06,0.14,0.0,0.63,0.0,0.0,1.0
9296.23,1979.0,1.01,65.7,0.73,18.46,0.0,0.82,3.59,7.61,3.09,0.0,0.0,0.0,0.0,0.0,1.0
6714.06,1982.0,-0.75,69.23,0.45,16.06,2.53,0.69,2.97,4.8,1.6,0.15,0.0,1.5,0.0,0.0,1.0
2712.03,1983.0,-1.36,56.32,0.72,16.58,6.23,5.03,8.12,3.32,1.91,0.27,0.0,1.49,0.0,0.0,1.0
2714.22,1989.0,-1.24,51.78,0.73,7.56,0.0,27.45,11.34,1.09,0.04,0.01,0.0,0.0,0.0,0.0,1.0
11724.0,1952.0,-0.11,51.18,1.72,14.33,10.95,7.44,11.59,2.53,0.08,0.15,0.0,0.0,0.03,0.0,1.0
8345.56,1954.0,0.81,50.52,1.77,14.84,11.08,7.22,11.37,2.92,0.14,0.13,0.0,0.0,0.0,0.0,1.0
9806.85,1958.0,-2.34,65.28,0.7,15.62,3.88,2.2,3.7,3.6,3.3,0.2,0.0,1.5,0.0,0.0,1.0
4791.76,1970.0,-1.17,63.0,0.59,15.09,3.81,3.46,4.15,3.53,3.46,0.15,0.0,1.48,1.28,0.0,1.0
7256.35,1978.0,3.65,69.53,0.25,16.61,2.52,1.14,4.23,4.11,1.49,0.12,0.0,0.0,0.0,0.0,1.0
9080.97,1979.0,3.26,50.14,3.23,18.24,0.0,7.6,10.23,4.01,4.01,2.54,0.0,0.0,0.0,0.0,1.0
1135.71,1991.0,2.3,68.35,0.22,16.97,2.23,1.04,4.06,4.19,1.37,0.09,0.0,1.48,0.0,0.0,1.0
11737.11,1947.0,1.42,54.62,1.13,13.98,5.73,5.04,8.0,2.96,3.68,0.52,0.0,2.3,2.04,0.0,1.0
6734.62,1948.0,2.36,66.56,0.66,14.59,3.58,2.1,3.44,3.42,3.98,0.19,0.0,1.48,0.0,0.0,1.0
4348.01,1950.0,0.86,51.54,0.94,15.82,7.26,7.85,9.6,3.18,1.46,0.47,0.0,1.88,0.0,0.0,1.0
11187.27,1951.0,-1.39,57.11,0.58,12.95,4.8,2.79,3.33,4.87,0.97,0.18,0.0,1.35,11.06,0.0,1.0
5335.68,1952.0,-4.28,62.15,0.57,16.9,8.08,1.84,3.16,2.13,3.38,0.11,0.0,1.69,0.0,0.0,1.0
1613.4,1973.0,0.11,60.12,0.88,14.7,4.16,3.16,5.56,3.65,3.76,0.37,0.0,1.45,2.19,0.0,1.0
504.84,1977.0,-0.27,54.01,0.44,16.36,0.0,10.55,13.94,2.89,0.04,0.01,0.0,1.75,0.0,0.0,1.0
7518.44,1978.0,4.61,56.35,0.27,20.05,0.0,9.8,9.71,3.63,0.16,0.03,0.0,0.0,0.0,0.0,1.0
7992.24,1989.0,-3.27,54.23,0.62,13.12,4.33,2.06,4.44,3.73,1.13,0.23,0.0,1.31,14.79,0.0,1.0
7257.53,1994.0,-1.33,60.96,0.83,16.55,3.37,2.65,4.5,4.84,2.71,0.4,0.0,1.46,1.73,0.0,1.0
5994.9,1946.0,-4.04,63.25,0.51,17.44,3.34,2.52,4.77,5.02,1.44,0.23,0.0,1.48,0.0,0.0,1.0
10835.46,1968.0,-4.43,51.45,0.9,22.97,0.0,6.66,14.89,2.82,0.2,0.11,0.0,0.0,0.0,0.0,1.0
2683.68,1973.0,-2.18,62.45,0.38,15.97,3.99,1.79,2.84,6.53,2.48,0.22,0.0,2.19,1.15,0.0,1.0
778.99,1979.0,0.06,64.29,0.58,14.72,3.4,1.74,3.39,3.39,3.1,0.19,0.0,5.2,0.0,0.0,1.0
11668.22,1981.0,-3.27,32.79,0.34,8.29,2.34,1.68,2.09,2.23,1.47,0.14,0.0,0.79,47.83,0.0,1.0
6690.9,1947.0,-3.61,56.05,0.6,17.82,5.97,4.42,7.78,3.47,0.67,0.12,0.0,1.55,1.56,0.0,1.0
177.96,1951.0,-3.47,59.51,0.64,17.51,5.06,3.13,6.53,4.14,1.75,0.23,0.0,1.49,0.0,0.0,1.0
11888.81,1964.0,-1.87,60.84,0.7,17.13,3.78,2.73,5.34,4.81,1.68,0.36,0.0,1.31,1.31,0.0,1.0
2043.5,1970.0,-2.68,62.45,0.56,16.64,4.33,3.09,5.76,3.6,1.41,0.09,0.0,2.07,0.0,0.0,1.0
6302.91,1973.0,1.35,70.3,0.22,14.8,3.55,0.88,4.3,4.32,1.55,0.07,0.0,0.0,0.0,0.0,1.0
3176.31,1976.0,-4.85,47.58,0.63,13.37,3.81,2.36,4.74,3.32,1.67,0.24,0.0,1.17,21.11,0.0,1.0
10847.64,1978.0,-1.64,58.37,0.71,15.99,5.95,5.42,6.45,3.1,1.74,0.0,0.0,1.47,0.81,0.0,1.0
6737.43,1982.0,4.21,49.71,0.41,12.31,2.39,1.6,5.04,3.26,1.81,0.13,0.0,1.17,22.17,0.0,1.0
10061.66,1984.0,1.34,59.6,0.61,16.97,4.98,3.24,6.19,3.99,1.82,0.22,0.0,1.47,0.91,0.0,1.0
2111.06,1946.0,-0.14,70.04,0.41,14.52,3.08,1.53,3.46,4.27,1.64,0.12,0.0,0.93,0.0,0.0,1.0
3137.79,1950.0,1.24,66.66,0.5,15.64,2.84,1.96,2.92,5.75,2.02,0.18,0.0,1.53,0.0,0.0,1.0
10818.17,1951.0,-3.67,58.2,0.7,17.09,5.85,3.49,7.58,3.0,2.34,0.25,0.0,1.49,0.0,0.0,1.0
9520.98,1952.0,-1.95,67.01,0.39,15.71,2.43,0.96,2.75,4.01,3.01,0.13,0.0,3.6,0.0,0.0,1.0
4000.2,1985.0,-3.5,49.8,1.36,16.47,9.33,7.97,11.35,3.22,0.12,0.15,0.0,0.23,0.0,0.0,1.0
8058.02,1990.0,-1.63,74.05,0.0,18.97,0.0,0.0,0.0,5.18,0.0,0.0,0.0,1.8,0.0,0.0,1.0
650.47,1946.0,-0.92,57.14,0.26,14.26,2.33,1.05,3.35,4.17,1.32,0.1,0.0,0.0,16.03,0.0,1.0
4148.26,1947.0,4.18,64.48,0.45,14.05,0.99,1.37,3.51,6.21,6.42,0.19,0.0,2.32,0.0,0.0,1.0
286.18,1960.0,-4.25,61.07,0.29,13.73,4.2,8.79,4.66,3.57,1.51,0.07,0.0,2.12,0.0,0.0,1.0
1487.76,1980.0,1.45,52.68,0.34,13.95,2.7,1.41,3.66,3.5,1.65,0.13,0.0,0.0,19.99,0.0,1.0
1026.73,1982.0,0.95,54.34,0.39,16.87,0.0,11.04,14.64,2.68,0.04,0.0,0.0,0.0,0.0,0.0,1.0
998.29,1990.0,4.59,47.83,0.52,15.21,4.43,2.44,5.42,3.58,1.45,0.31,0.0,1.22,17.59,0.0,1.0
5685.76,1946.0,-0.38,51.71,2.5,15.05,10.57,5.8,9.25,4.05,0.25,0.29,0.0,0.52,0.0,0.0,1.0
3154.32,1947.0,-0.25,63.61,0.31,14.8,5.18,0.81,6.08,2.78,1.29,0.11,0.0,5.02,0.0,0.0,1.0
9696.7,1950.0,1.67,44.89,1.19,5.25,10.3,26.04,11.18,0.84,0.18,0.11,0.0,0.0,0.0,0.0,1.0
9962.51,1953.0,-0.46,57.24,0.65,16.96,6.55,3.75,7.05,3.06,1.82,0.17,0.0,1.47,1.27,0.0,1.0
7654.22,1954.0,-2.45,60.95,0.29,12.66,3.71,8.17,3.72,3.78,2.01,0.04,0.0,2.92,1.76,0.0,1.0
3554.23,1959.0,-2.48,61.04,1.06,15.97,5.13,2.73,4.6,4.2,3.28,0.51,0.0,1.49,0.0,0.0,1.0
25.67,1961.0,4.49,59.35,1.0,16.31,5.86,3.1,4.4,4.4,2.8,0.4,0.0,1.5,0.86,0.0,1.0
3497.52,1969.0,-2.21,70.76,0.28,17.15,1.78,0.7,2.29,4.32,0.71,0.06,0.0,1.94,0.0,0.0,1.0
9958.5,1974.0,-2.62,58.01,0.66,16.84,5.03,3.35,6.11,4.29,1.72,0.35,0.0,1.82,1.83,0.0,1.0
6853.63,1980.0,-0.87,42.17,0.36,8.67,2.52,1.06,2.12,2.93,1.31,0.13,0.0,0.94,37.77,0.0,1.0
8024.62,1984.0,1.64,61.04,1.06,15.97,5.13,2.73,4.6,4.2,3.28,0.51,0.0,1.49,0.0,0.0,1.0
166.96,1947.0,4.2,74.97,0.27,13.42,0.08,0.19,1.55,6.57,1.36,0.08,0.0,1.5,0.0,0.0,1.0
1165.95,1949.0,3.12,51.04,2.21,13.88,12.04,6.79,11.08,2.65,0.11,0.2,0.0,0.0,0.0,0.0,1.0
7762.25,1961.0,3.17,71.26,0.0,19.32,0.0,0.0,0.0,5.01,0.0,0.0,0.0,1.77,2.63,0.0,1.0
947.64,1967.0,-1.05,70.15,0.27,17.82,0.0,0.0,0.18,5.69,5.54,0.36,0.0,0.0,0.0,0.0,1.0
11185.19,1970.0,1.2,59.82,0.5,18.26,3.77,2.07,5.54,4.32,1.97,0.26,0.0,1.48,2.02,0.0,1.0
94.94,1973.0,1.37,50.91,1.68,15.41,10.32,6.95,11.25,3.08,0.12,0.28,0.0,0.0,0.0,0.0,1.0
2297.56,1974.0,1.24,53.76,0.14,0.8,0.0,44.41,0.2,0.18,0.24,0.02,0.0,0.0,0.24,0.0,1.0
2058.6,1978.0,-1.2,62.51,0.64,15.69,4.27,4.17,6.23,3.03,0.96,0.2,0.0,1.56,0.74,0.0,1.0
10901.85,1949.0,-0.5,49.12,0.87,16.75,9.52,8.8,12.34,2.56,0.02,0.03,0.0,0.0,0.0,0.0,1.0
11681.05,1953.0,0.17,49.32,1.56,15.58,10.58,7.81,12.28,2.68,0.06,0.14,0.0,0.0,0.0,0.0,1.0
6580.32,1955.0,0.37,67.38,0.35,15.13,2.48,1.33,2.0,4.28,1.9,0.08,0.0,5.06,0.0,0.0,1.0
538.47,1964.0,-4.0,56.76,0.41,16.06,3.86,1.95,4.98,3.83,0.7,0.03,0.0,1.33,10.09,0.0,1.0
4192.64,1971.0,3.03,69.34,0.34,15.75,1.94,0.98,2.64,5.67,0.78,0.15,0.0,2.41,0.0,0.0,1.0
3455.06,1974.0,-1.35,54.7,0.44,16.34,0.0,10.86,14.84,2.75,0.04,0.03,0.0,0.0,0.0,0.0,1.0
232.82,1976.0,-3.38,67.04,0.49,15.5,3.07,1.61,3.16,4.28,3.22,0.16,0.0,1.49,0.0,0.0,1.0
188.13,1981.0,2.87,48.15,0.09,0.68,0.0,49.31,1.09,0.0,0.42,0.02,0.0,0.0,0.25,0.0,1.0
11449.25,1984.0,3.25,63.31,0.65,16.37,2.96,2.95,5.99,4.42,1.57,0.31,0.0,1.47,0.0,0.0,1.0
9156.81,1992.0,-0.21,48.72,0.49,13.92,3.09,2.66,4.26,3.36,1.78,0.19,0.0,0.0,21.55,0.0,1.0
6740.54,1945.0,0.26,49.8,2.53,17.63,9.04,5.63,9.06,4.03,1.5,0.77,0.0,0.0,0.0,0.0,1.0
4965.36,1950.0,4.13,68.76,0.24,17.38,2.09,0.97,3.86,4.31,1.7,0.1,0.0,0.57,0.0,0.0,1.0
5064.0,1951.0,0.69,54.17,2.07,20.02,0.0,8.59,11.86,2.72,0.12,0.13,0.0,0.33,0.0,0.0,1.0
1995.21,1965.0,0.3,61.57,0.65,17.14,4.47,3.28,2.59,4.32,1.3,0.05,0.0,3.31,1.32,0.0,1.0
835.08,1968.0,0.92,59.9,0.9,15.79,4.48,3.37,5.89,4.63,2.01,0.48,0.0,1.46,1.09,0.0,1.0
6505.14,1980.0,-2.04,58.38,1.23,17.9,0.0,7.4,10.99,3.0,0.97,0.13,0.0,0.0,0.0,0.0,1.0
10551.61,1989.0,1.22,48.01,0.64,13.49,3.84,2.38,4.79,3.35,1.68,0.24,0.0,1.18,20.4,0.0,1.0
10486.15,1993.0,-3.76,53.87,0.35,14.68,2.81,1.37,3.1,3.67,1.43,0.09,0.0,1.22,17.41,0.0,1.0
3032.32,1947.0,0.72,48.07,0.52,15.14,4.28,2.49,5.44,3.61,1.44,0.3,0.0,1.22,17.49,0.0,1.0
8253.51,1953.0,2.11,56.43,1.01,15.27,9.99,5.01,4.15,3.98,1.29,0.16,0.0,1.48,1.24,0.0,1.0
5481.1,1958.0,3.39,48.01,0.02,1.22,0.0,49.71,0.29,0.15,0.14,0.02,0.0,0.0,0.44,0.0,1.0
6696.36,1969.0,-2.66,76.91,0.0,17.3,0.0,0.0,0.0,4.1,0.0,0.0,0.0,1.7,0.0,0.0,1.0
11574.56,1977.0,2.8,50.79,1.18,14.96,9.92,7.69,12.84,2.46,0.05,0.1,0.0,0.0,0.0,0.0,1.0
5617.77,1986.0,1.98,67.01,0.43,17.0,2.25,1.1,3.7,5.78,1.05,0.16,0.0,1.51,0.0,0.0,1.0
1517.18,1950.0,-0.91,66.13,0.51,15.58,2.87,2.04,3.52,5.81,1.83,0.19,0.0,1.52,0.0,0.0,1.0
1491.12,1951.0,2.88,58.08,0.91,16.99,5.17,2.58,6.91,4.43,1.68,0.43,0.0,1.48,1.34,0.0,1.0
