Pressure,Temperature,fO2,SiO2,TiO2,Al2O3,FeO,MgO,CaO,Na2O,K2O,P2O5,MnO,H2O,Cr2O3,NiO,Failed
4942.24,1985.0,-0.72,49.2,1.04,17.16,8.6,9.18,12.04,2.65,0.04,0.09,0.0,0.0,0.0,0.0,1.0
6580.96,1992.0,4.44,49.7,0.1,3.16,0.0,44.48,1.98,0.12,0.01,0.03,0.0,0.0,0.42,0.0,1.0
7515.77,1946.0,-2.38,53.97,0.33,17.54,4.77,8.55,10.48,4.17,0.15,0.04,0.0,0.0,0.0,0.0,1.0
2838.51,1956.0,-4.69,50.65,3.47,19.27,0.0,6.27,10.21,3.81,3.81,2.51,0.0,0.0,0.0,0.0,1.0
3065.75,1967.0,2.87,48.42,0.68,17.53,9.04,9.9,12.09,2.24,0.04,0.06,0.0,0.0,0.0,0.0,1.0
6447.66,1972.0,1.74,57.77,0.71,15.82,5.88,5.36,6.39,3.07,1.72,0.0,0.0,1.45,1.82,0.0,1.0
182.3,1989.0,1.57,51.07,1.45,15.08,9.84,7.48,12.24,2.57,0.1,0.16,0.0,0.0,0.0,0.0,1.0
8924.01,1990.0,2.95,51.66,0.83,24.93,0.0,5.87,14.35,2.0,0.3,0.07,0.0,0.0,0.0,0.0,1.0
6396.95,1951.0,1.41,51.2,1.51,14.65,10.44,7.39,11.61,2.8,0.11,0.12,0.0,0.17,0.0,0.0,1.0
5143.54,1965.0,0.63,48.21,0.01,1.25,0.0,49.27,1.25,0.02,0.0,0.0,0.0,0.0,0.0,0.0,1.0
9161.89,1974.0,1.34,51.41,1.29,15.06,10.05,7.8,12.01,2.1,0.17,0.12,0.0,0.0,0.0,0.0,1.0
22.89,1978.0,0.53,56.59,1.37,18.97,0.0,9.38,10.18,3.35,0.08,0.09,0.0,0.0,0.0,0.0,1.0
10939.83,1988.0,0.77,56.06,0.76,16.48,6.57,5.12,8.12,3.3,1.93,0.29,0.0,1.36,0.0,0.0,1.0
5210.58,1993.0,0.52,51.16,1.65,15.24,9.45,6.96,11.54,3.57,0.26,0.17,0.0,0.0,0.0,0.0,1.0
10551.54,1946.0,3.42,51.47,0.27,17.76,0.0,13.18,15.7,1.31,0.25,0.07,0.0,0.0,0.0,0.0,1.0
11591.36,1947.0,2.82,51.13,1.26,14.94,10.12,7.93,12.27,2.17,0.07,0.11,0.0,0.0,0.0,0.0,1.0
6349.76,1949.0,-0.27,52.31,0.78,17.12,7.46,6.43,10.02,2.56,1.52,0.2,0.0,0.0,1.59,0.0,1.0
8354.25,1956.0,2.64,54.45,0.59,16.76,0.0,10.61,14.73,2.73,0.07,0.0,0.0,0.0,0.04,0.0,1.0
786.8,1962.0,-1.14,54.13,0.36,19.04,0.0,9.6,13.81,2.98,0.03,0.01,0.0,0.0,0.03,0.0,1.0
6580.2,1963.0,1.47,50.66,0.17,27.06,0.0,5.75,14.0,2.33,0.01,0.02,0.0,0.0,0.0,0.0,1.0
6064.35,1972.0,1.64,42.26,0.09,1.71,8.06,37.07,10.43,0.31,0.02,0.05,0.0,0.0,0.0,0.0,1.0
9148.39,1979.0,4.94,49.8,1.71,14.13,12.26,7.35,12.49,2.03,0.15,0.08,0.0,0.0,0.0,0.0,1.0
3939.36,1990.0,1.17,49.0,1.14,15.96,9.8,9.29,12.0,2.71,0.06,0.04,0.0,0.0,0.0,0.0,1.0
6331.17,1945.0,4.46,50.43,1.96,14.47,10.62,7.21,11.79,3.12,0.21,0.17,0.0,0.0,0.0,0.0,1.0
4431.67,1949.0,2.55,50.99,1.67,14.85,9.91,7.12,12.07,2.66,0.49,0.23,0.0,0.0,0.0,0.0,1.0
7643.33,1952.0,-2.35,50.97,0.94,16.25,7.75,10.0,10.78,2.6,0.54,0.17,0.0,0.0,0.0,0.0,1.0
7672.47,1954.0,0.68,46.5,0.0,0.42,7.89,44.63,0.45,0.04,0.01,0.06,0.0,0.0,0.0,0.0,1.0
10993.25,1956.0,-0.09,51.19,2.41,13.95,12.43,5.69,10.31,3.21,0.42,0.39,0.0,0.0,0.0,0.0,1.0
1366.0,1974.0,1.34,47.73,3.43,15.29,13.73,5.96,8.73,3.3,1.16,0.68,0.0,0.0,0.0,0.0,1.0
10660.41,1976.0,2.36,50.68,1.53,14.37,10.82,7.12,12.34,2.85,0.14,0.14,0.0,0.0,0.0,0.0,1.0
8209.88,1983.0,0.61,47.62,3.9,13.99,11.14,6.4,10.57,3.55,2.08,0.74,0.0,0.0,0.0,0.0,1.0
2970.72,1945.0,-4.49,51.38,1.22,15.41,8.17,8.16,13.09,2.13,0.29,0.14,0.0,0.0,0.0,0.0,1.0
8124.51,1955.0,-1.16,56.16,0.71,16.28,6.28,6.1,7.83,3.63,1.3,0.22,0.0,1.49,0.0,0.0,1.0
7678.71,1960.0,1.61,51.99,0.95,16.9,7.21,6.32,8.8,3.25,1.2,0.37,0.0,1.47,1.55,0.0,1.0
5386.36,1965.0,4.18,51.64,1.51,17.06,0.0,11.67,14.11,2.38,1.23,0.42,0.0,0.0,0.0,0.0,1.0
1496.99,1971.0,1.32,51.01,1.99,14.43,11.25,6.36,10.81,3.18,0.62,0.33,0.0,0.0,0.0,0.0,1.0
3357.41,1972.0,-2.16,50.61,0.99,21.67,0.0,7.86,15.05,2.24,0.18,0.16,0.0,1.23,0.0,0.0,1.0
5600.24,1981.0,1.7,50.64,1.54,14.46,10.27,8.04,12.22,2.6,0.1,0.14,0.0,0.0,0.0,0.0,1.0
3787.08,1945.0,1.99,53.02,0.94,20.89,0.0,8.66,14.18,2.2,0.04,0.08,0.0,0.0,0.0,0.0,1.0
6303.2,1946.0,1.83,48.9,1.14,17.97,8.2,8.83,11.96,2.86,0.04,0.09,0.0,0.0,0.0,0.0,1.0
5564.71,1947.0,2.79,51.28,1.29,15.09,9.9,7.82,12.04,2.27,0.15,0.15,0.0,0.0,0.0,0.0,1.0
3375.77,1950.0,3.17,50.95,1.19,14.37,11.68,7.58,12.01,2.08,0.04,0.09,0.0,0.0,0.0,0.0,1.0
4869.17,1964.0,2.33,50.3,1.96,14.28,11.39,7.46,11.56,2.71,0.14,0.2,0.0,0.0,0.0,0.0,1.0
10343.17,1966.0,0.37,49.97,0.56,19.17,7.88,6.0,10.06,5.04,0.52,0.05,0.0,0.0,0.76,0.0,1.0
6851.18,1967.0,-4.74,43.48,0.06,0.47,8.21,46.94,0.73,0.09,0.01,0.01,0.0,0.0,0.0,0.0,1.0
1345.8,1973.0,-4.46,47.19,0.07,1.53,6.86,42.55,1.34,0.12,0.0,0.0,0.0,0.0,0.34,0.0,1.0
11263.47,1979.0,3.89,50.15,1.92,15.97,10.35,8.25,10.04,2.85,0.3,0.17,0.0,0.0,0.0,0.0,1.0
11977.59,1984.0,-2.65,50.88,0.67,10.63,8.18,18.72,6.51,2.13,0.92,0.24,0.0,1.1,0.0,0.0,1.0
1218.61,1985.0,4.05,51.09,1.28,16.3,8.52,8.24,11.48,2.84,0.13,0.13,0.0,0.0,0.0,0.0,1.0
8004.94,1991.0,-1.64,62.39,0.29,13.12,3.78,6.32,4.29,4.32,1.42,0.04,0.0,2.41,1.63,0.0,1.0
7940.01,1992.0,-0.51,58.69,1.2,16.6,0.0,9.09,9.04,4.31,0.94,0.13,0.0,0.0,0.0,0.0,1.0
6004.05,1945.0,3.7,50.87,2.08,14.94,10.74,6.8,11.0,3.21,0.14,0.22,0.0,0.0,0.0,0.0,1.0
1702.22,1949.0,3.18,50.73,1.67,15.21,10.22,7.33,11.76,2.75,0.12,0.2,0.0,0.0,0.0,0.0,1.0
10411.5,1950.0,-2.41,50.43,0.67,12.34,8.37,15.1,8.51,2.32,1.69,0.56,0.0,0.0,0.0,0.0,1.0
4876.61,1951.0,-0.97,50.9,2.92,13.21,13.95,5.93,9.66,3.0,0.14,0.29,0.0,0.0,0.0,0.0,1.0
2466.75,1952.0,2.44,50.84,1.21,15.4,9.61,8.06,12.57,2.12,0.08,0.11,0.0,0.0,0.0,0.0,1.0
3611.37,1953.0,1.79,55.56,1.38,18.87,0.0,8.37,11.49,4.05,0.13,0.15,0.0,0.0,0.0,0.0,1.0
738.68,1961.0,1.55,48.28,0.05,0.69,0.0,49.3,1.12,0.0,0.12,0.02,0.0,0.0,0.41,0.0,1.0
1549.72,1976.0,3.0,54.0,0.75,17.57,6.78,5.3,9.26,2.63,1.61,0.2,0.0,1.48,0.41,0.0,1.0
1732.51,1988.0,0.31,49.7,0.75,16.21,8.55,9.21,13.62,1.85,0.05,0.07,0.0,0.0,0.0,0.0,1.0
5320.82,1993.0,2.29,50.22,1.7,10.73,10.99,15.67,8.51,1.82,0.19,0.16,0.0,0.0,0.0,0.0,1.0
8554.95,1994.0,1.46,55.95,0.8,17.7,5.35,5.22,6.77,4.74,1.44,0.27,0.0,1.48,0.27,0.0,1.0
5292.92,1947.0,1.72,51.29,1.67,15.34,6.27,7.41,10.11,3.93,1.63,0.83,0.0,1.48,0.04,0.0,1.0
2092.21,1967.0,0.51,50.97,1.48,15.39,9.12,7.58,12.16,3.04,0.1,0.16,0.0,0.0,0.0,0.0,1.0
6740.24,1970.0,-4.03,51.09,1.63,14.53,10.27,7.53,12.15,2.57,0.09,0.15,0.0,0.0,0.0,0.0,1.0
7408.59,1977.0,0.05,48.05,1.45,9.51,11.19,20.31,7.66,1.5,0.19,0.15,0.0,0.0,0.0,0.0,1.0
4385.35,1987.0,-4.74,60.65,0.29,13.2,4.05,9.36,4.54,3.72,1.24,0.04,0.0,2.63,0.29,0.0,1.0
1734.96,1994.0,3.73,47.26,2.31,16.71,10.73,8.62,9.54,3.77,0.69,0.37,0.0,0.0,0.0,0.0,1.0
5344.41,1950.0,4.3,57.37,0.7,16.13,6.3,5.55,7.11,4.08,1.16,0.18,0.0,1.42,0.0,0.0,1.0
4872.29,1955.0,-0.76,61.63,0.96,18.18,0.0,5.93,7.69,3.12,2.27,0.22,0.0,0.0,0.0,0.0,1.0
4274.99,1960.0,-3.61,51.0,1.25,17.31,7.88,8.4,10.12,3.67,0.2,0.17,0.0,0.0,0.0,0.0,1.0
11452.9,1972.0,-3.21,52.8,2.69,17.32,0.0,7.6,10.18,3.92,3.92,1.57,0.0,0.0,0.0,0.0,1.0
5229.76,1982.0,-3.1,51.54,0.94,15.82,7.26,7.85,9.6,3.18,1.46,0.47,0.0,1.88,0.0,0.0,1.0
11328.67,1984.0,1.8,50.85,1.43,15.04,10.02,8.72,11.21,2.48,0.23,0.0,0.0,0.0,0.02,0.0,1.0
5659.04,1952.0,-0.1,52.11,0.87,12.49,8.51,11.84,8.59,2.68,1.35,0.23,0.0,0.0,1.34,0.0,1.0
3882.35,1954.0,2.12,50.8,1.68,15.57,9.69,7.48,11.3,3.13,0.17,0.17,0.0,0.0,0.0,0.0,1.0
7018.15,1955.0,2.23,50.37,1.5,14.58,12.5,7.18,11.53,2.03,0.15,0.16,0.0,0.0,0.0,0.0,1.0
4277.35,1958.0,-2.19,40.65,0.03,0.27,8.87,49.75,0.35,0.08,0.0,0.0,0.0,0.0,0.0,0.0,1.0
148.2,1967.0,-1.16,55.23,0.58,15.89,0.0,10.64,14.79,2.82,0.0,0.05,0.0,0.0,0.0,0.0,1.0
1203.12,1976.0,-1.6,48.55,1.09,17.07,10.35,9.05,11.12,2.54,0.14,0.09,0.0,0.0,0.0,0.0,1.0
6613.45,1977.0,-1.52,55.12,0.4,15.45,7.77,7.98,11.6,1.52,0.12,0.03,0.0,0.0,0.0,0.0,1.0
6243.41,1980.0,2.4,49.85,1.33,15.59,9.08,9.05,12.27,2.68,0.11,0.05,0.0,0.0,0.0,0.0,1.0
8541.08,1987.0,0.05,63.65,0.31,13.94,3.71,6.18,4.14,4.56,1.64,0.05,0.0,1.81,0.0,0.0,1.0
4615.77,1989.0,-4.72,44.09,0.08,0.5,7.84,45.02,1.37,0.0,0.72,0.14,0.0,0.0,0.24,0.0,1.0
358.41,1950.0,0.61,64.63,0.54,16.71,0.0,5.07,7.35,5.35,0.35,0.0,0.0,0.0,0.0,0.0,1.0
7049.52,1964.0,4.19,55.78,1.32,17.15,0.0,9.11,13.61,2.88,0.05,0.06,0.0,0.0,0.05,0.0,1.0
11391.39,1972.0,2.9,54.72,0.19,5.06,0.0,20.87,17.67,0.49,0.12,0.02,0.0,0.0,0.85,0.0,1.0
7009.41,1984.0,-1.47,64.29,0.19,16.77,3.94,5.71,1.58,4.57,1.45,0.03,0.0,1.49,0.0,0.0,1.0
3688.91,1945.0,-0.4,54.19,1.11,18.38,0.0,9.78,13.73,2.58,0.08,0.09,0.0,0.0,0.06,0.0,1.0
11464.68,1946.0,2.59,49.88,0.18,5.29,0.0,38.67,5.53,0.46,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10250.18,1949.0,0.5,54.17,0.29,16.38,0.0,12.84,13.49,2.74,0.09,0.0,0.0,0.0,0.0,0.0,1.0
7118.96,1951.0,-2.53,51.56,1.06,15.63,8.22,8.4,11.98,3.02,0.12,0.0,0.0,0.0,0.0,0.0,1.0
2457.19,1960.0,0.19,50.75,1.71,16.28,9.93,6.29,11.15,3.48,0.17,0.24,0.0,0.0,0.0,0.0,1.0
9382.82,1961.0,-4.73,50.62,0.58,16.19,6.66,10.66,12.35,2.84,0.05,0.04,0.0,0.0,0.0,0.0,1.0
8060.32,1968.0,-2.51,55.44,1.77,17.2,0.0,9.23,12.35,3.45,0.33,0.18,0.0,0.0,0.06,0.0,1.0
1962.23,1970.0,-4.59,49.64,1.15,16.87,8.77,8.84,12.06,2.4,0.1,0.16,0.0,0.0,0.0,0.0,1.0
8163.67,1971.0,-0.96,50.86,1.56,14.19,12.2,6.81,11.93,2.11,0.17,0.17,0.0,0.0,0.0,0.0,1.0
11984.93,1972.0,-1.81,45.4,3.73,15.0,12.85,7.67,11.02,2.65,0.89,0.79,0.0,0.0,0.02,0.0,1.0
6773.21,1975.0,1.64,57.12,0.31,14.8,7.0,7.67,11.25,1.6,0.22,0.02,0.0,0.0,0.0,0.0,1.0
10923.81,1980.0,-4.93,54.36,0.96,18.43,0.0,10.29,13.06,2.69,0.06,0.08,0.0,0.0,0.06,0.0,1.0
277.96,1981.0,-1.92,48.65,0.88,17.76,9.53,8.89,11.68,2.47,0.06,0.08,0.0,0.0,0.0,0.0,1.0
6992.79,1985.0,0.82,49.61,0.04,1.42,0.0,47.95,0.84,0.09,0.02,0.03,0.0,0.0,0.0,0.0,1.0
7112.72,1986.0,-4.54,51.49,1.16,15.32,9.53,7.84,12.48,1.87,0.17,0.14,0.0,0.0,0.0,0.0,1.0
4325.42,1993.0,-1.64,52.34,1.55,16.51,8.31,7.47,10.23,2.47,0.8,0.31,0.0,0.0,0.0,0.0,1.0
1719.98,1955.0,4.28,48.95,0.06,1.21,0.0,47.03,1.53,0.09,0.4,0.35,0.0,0.0,0.4,0.0,1.0
10977.27,1960.0,2.87,50.3,1.65,14.56,11.02,7.54,11.93,2.76,0.11,0.12,0.0,0.0,0.0,0.0,1.0
2644.59,1964.0,1.7,49.1,0.9,17.61,8.21,9.18,12.47,2.42,0.02,0.09,0.0,0.0,0.0,0.0,1.0
9320.3,1967.0,1.31,54.42,0.87,17.35,7.83,5.98,8.33,3.88,1.1,0.23,0.0,0.0,0.0,0.0,1.0
8058.32,1975.0,1.36,50.78,1.27,14.84,9.19,8.3,12.63,2.52,0.19,0.09,0.0,0.2,0.0,0.0,1.0
5080.4,1976.0,2.24,53.9,0.44,18.59,0.0,7.8,15.04,3.24,0.04,0.0,0.0,0.94,0.0,0.0,1.0
378.02,1988.0,-3.77,50.47,1.3,15.23,9.81,8.25,12.59,2.19,0.04,0.11,0.0,0.0,0.0,0.0,1.0
9790.66,1946.0,0.23,55.22,1.17,17.46,0.0,9.28,13.72,2.94,0.06,0.08,0.0,0.0,0.05,0.0,1.0
1247.71,1949.0,0.07,49.59,0.55,19.02,7.82,5.95,9.99,5.0,0.52,0.05,0.0,1.5,0.0,0.0,1.0
10240.86,1981.0,-4.75,54.27,1.17,15.16,6.26,6.13,8.94,4.17,1.49,0.82,0.0,0.0,1.6,0.0,1.0
5320.11,1988.0,-0.36,49.72,1.09,11.94,10.5,10.65,12.71,2.75,0.41,0.22,0.0,0.0,0.0,0.0,1.0
4421.82,1950.0,2.41,63.65,0.31,13.94,3.71,6.18,4.14,4.56,1.64,0.05,0.0,1.81,0.0,0.0,1.0
8418.44,1967.0,2.18,51.88,1.25,17.32,7.9,7.0,11.35,2.82,0.31,0.17,0.0,0.0,0.0,0.0,1.0
3839.88,1976.0,1.04,50.59,1.58,15.01,10.17,7.93,11.78,2.82,0.13,0.0,0.0,0.0,0.0,0.0,1.0
4956.45,1979.0,3.14,57.1,1.18,14.61,5.99,5.27,8.36,3.09,3.84,0.54,0.0,0.0,0.0,0.0,1.0
9720.89,1982.0,1.67,51.76,1.83,14.95,10.51,7.01,10.48,3.01,0.26,0.19,0.0,0.0,0.0,0.0,1.0
8617.75,1986.0,4.13,56.18,0.71,16.17,6.3,6.31,7.87,3.61,1.29,0.22,0.0,0.0,1.34,0.0,1.0
7788.27,1960.0,-1.17,55.57,1.02,15.17,6.51,6.37,6.67,3.14,3.36,0.28,0.0,1.51,0.4,0.0,1.0
8620.44,1962.0,0.8,64.16,0.19,16.74,3.93,5.69,1.57,4.56,1.44,0.03,0.0,1.48,0.19,0.0,1.0
8896.17,1970.0,-4.63,51.34,1.89,15.03,10.55,6.81,11.06,3.02,0.13,0.16,0.0,0.0,0.0,0.0,1.0
1267.63,1971.0,0.05,60.33,0.27,12.7,3.78,8.2,4.49,3.62,1.6,0.1,0.0,3.33,1.59,0.0,1.0
10611.12,1978.0,2.73,52.3,1.16,14.24,11.4,6.88,11.4,2.36,0.14,0.11,0.0,0.0,0.0,0.0,1.0
2961.39,1983.0,-2.96,46.43,0.05,0.46,0.0,52.31,0.34,0.08,0.04,0.01,0.0,0.0,0.28,0.0,1.0
4995.26,1948.0,-0.83,50.42,1.11,15.21,9.88,8.63,12.03,2.38,0.06,0.1,0.0,0.17,0.0,0.0,1.0
9509.96,1949.0,4.0,50.88,1.13,15.06,9.34,8.75,12.43,2.29,0.03,0.09,0.0,0.0,0.0,0.0,1.0
795.45,1950.0,-0.83,54.42,1.18,15.2,6.18,6.14,8.93,4.18,1.49,0.82,0.0,1.48,0.0,0.0,1.0
2496.49,1951.0,-0.31,55.77,0.6,15.46,8.21,6.06,7.2,3.68,0.45,0.0,0.0,1.46,1.1,0.0,1.0
8859.85,1958.0,-4.33,54.72,0.19,5.06,0.0,20.87,17.67,0.49,0.12,0.02,0.0,0.0,0.85,0.0,1.0
8686.46,1965.0,-3.04,57.07,0.77,15.44,5.33,6.04,7.06,3.87,2.45,0.48,0.0,1.49,0.0,0.0,1.0
8759.13,1969.0,-0.22,55.99,1.0,20.38,0.0,5.86,13.14,2.78,0.76,0.1,0.0,0.0,0.0,0.0,1.0
11853.14,1980.0,-3.05,49.7,0.1,3.16,0.0,44.48,1.98,0.12,0.01,0.03,0.0,0.0,0.42,0.0,1.0
11446.06,1981.0,-4.95,54.12,1.27,18.83,0.0,9.58,12.8,2.88,0.31,0.16,0.0,0.0,0.05,0.0,1.0
8697.42,1993.0,1.17,50.49,1.51,15.58,9.71,7.82,11.83,2.77,0.11,0.17,0.0,0.0,0.0,0.0,1.0
11218.67,1949.0,1.36,51.11,1.57,14.58,10.31,7.81,11.71,2.65,0.12,0.15,0.0,0.0,0.0,0.0,1.0
2520.23,1952.0,-3.36,50.99,1.6,14.47,10.39,7.73,11.91,2.61,0.13,0.18,0.0,0.0,0.0,0.0,1.0
8360.5,1962.0,-2.79,54.38,0.67,16.05,6.9,5.6,7.75,3.82,1.48,0.23,0.0,1.49,1.62,0.0,1.0
3348.22,1964.0,-0.66,51.82,1.77,14.47,10.8,6.92,11.33,2.66,0.11,0.13,0.0,0.0,0.0,0.0,1.0
969.31,1974.0,-2.19,53.68,0.79,15.5,7.39,8.32,8.93,3.02,1.27,0.27,0.0,0.84,0.0,0.0,1.0
787.23,1976.0,-3.51,50.56,1.75,14.13,11.12,7.46,11.79,2.81,0.21,0.18,0.0,0.0,0.0,0.0,1.0
10304.25,1990.0,0.49,61.63,0.96,18.18,0.0,5.93,7.69,3.12,2.27,0.22,0.0,0.0,0.0,0.0,1.0
10683.87,1991.0,-4.86,53.02,0.94,20.89,0.0,8.66,14.18,2.2,0.04,0.08,0.0,0.0,0.0,0.0,1.0
134.56,1947.0,0.85,50.76,1.11,17.3,7.56,7.0,11.39,2.75,0.4,0.18,0.0,1.55,0.0,0.0,1.0
5636.69,1949.0,-4.23,45.41,0.03,1.62,8.26,43.43,0.75,0.0,0.0,0.0,0.0,0.0,0.49,0.0,1.0
4099.74,1976.0,-1.85,49.15,1.32,16.91,9.14,8.18,11.76,3.32,0.09,0.14,0.0,0.0,0.0,0.0,1.0
6373.98,1977.0,-1.41,56.06,0.76,16.48,6.57,5.12,8.12,3.3,1.93,0.29,0.0,1.36,0.0,0.0,1.0
7047.68,1983.0,-0.6,50.97,0.41,16.76,6.01,9.6,13.54,2.56,0.11,0.04,0.0,0.0,0.0,0.0,1.0
5788.64,1984.0,-4.09,55.61,0.47,4.55,0.0,21.72,16.85,0.64,0.03,0.12,0.0,0.0,0.0,0.0,1.0
2317.42,1987.0,-1.61,50.0,0.88,16.32,8.6,8.74,13.08,2.29,0.01,0.09,0.0,0.0,0.0,0.0,1.0
2880.97,1989.0,-2.28,53.92,0.79,15.82,6.76,8.61,8.24,3.42,0.8,0.16,0.0,1.49,0.0,0.0,1.0
11544.85,1992.0,-4.37,51.38,1.25,14.92,9.81,7.65,12.62,2.07,0.17,0.13,0.0,0.0,0.0,0.0,1.0
6809.5,1993.0,-3.29,48.79,1.28,16.2,10.01,8.5,12.38,2.61,0.11,0.11,0.0,0.0,0.0,0.0,1.0
2823.06,1946.0,2.62,55.3,0.13,4.53,0.0,18.3,21.27,0.45,0.01,0.01,0.0,0.0,0.0,0.0,1.0
5445.31,1951.0,-1.65,56.99,0.83,16.97,6.39,5.11,7.55,3.74,1.37,0.27,0.0,0.77,0.0,0.0,1.0
1293.13,1958.0,-0.2,50.64,0.97,16.74,8.16,8.96,11.97,2.41,0.08,0.07,0.0,0.0,0.0,0.0,1.0
2296.21,1963.0,-1.17,52.37,0.78,17.14,7.47,6.43,10.03,2.56,1.52,0.2,0.0,1.49,0.0,0.0,1.0
11127.31,1971.0,-1.28,55.62,1.22,17.11,0.0,9.6,13.45,2.7,0.13,0.11,0.0,0.0,0.05,0.0,1.0
5512.51,1977.0,-0.04,51.0,2.36,13.59,12.46,6.49,10.68,2.94,0.24,0.25,0.0,0.0,0.0,0.0,1.0
5401.37,1978.0,-2.88,43.09,0.01,0.75,7.75,47.98,0.32,0.08,0.01,0.01,0.0,0.0,0.0,0.0,1.0
3156.23,1986.0,-2.38,49.49,0.66,12.11,8.22,14.82,8.35,2.28,1.66,0.55,0.0,1.48,0.39,0.0,1.0
2248.35,1951.0,3.6,50.73,1.16,15.03,10.04,8.06,12.54,2.22,0.11,0.1,0.0,0.0,0.0,0.0,1.0
5756.53,1967.0,0.17,51.07,1.63,14.4,10.57,7.42,11.96,2.67,0.16,0.11,0.0,0.0,0.0,0.0,1.0
9499.11,1968.0,4.15,52.9,0.96,17.01,7.33,6.32,9.0,3.36,1.26,0.36,0.0,1.49,0.0,0.0,1.0
7906.28,1971.0,-2.87,55.15,0.69,18.46,0.0,7.87,13.31,3.59,0.15,0.01,0.0,0.76,0.01,0.0,1.0
287.79,1973.0,-2.78,50.6,1.38,15.93,8.48,8.57,11.88,2.89,0.12,0.15,0.0,0.0,0.0,0.0,1.0
561.46,1975.0,-4.45,53.51,0.98,17.47,7.44,6.48,9.14,3.34,1.26,0.38,0.0,0.0,0.0,0.0,1.0
8210.32,1983.0,-1.26,49.59,0.14,3.8,0.0,42.21,3.37,0.31,0.01,0.01,0.0,0.0,0.55,0.0,1.0
7956.9,1990.0,2.23,50.25,0.91,15.3,9.95,8.09,13.28,2.06,0.08,0.08,0.0,0.0,0.0,0.0,1.0
9084.34,1947.0,3.16,54.87,1.18,17.8,0.0,9.29,13.12,2.29,0.57,0.18,0.0,0.69,0.0,0.0,1.0
8316.26,1952.0,-3.62,48.97,2.49,14.54,11.04,6.6,12.33,2.56,0.43,0.32,0.0,0.71,0.0,0.0,1.0
6031.66,1965.0,-1.97,51.65,0.06,20.0,0.0,10.96,16.73,0.48,0.05,0.0,0.0,0.0,0.06,0.0,1.0
5775.18,1971.0,-1.43,53.9,0.44,18.59,0.0,7.8,15.04,3.24,0.04,0.0,0.0,0.94,0.0,0.0,1.0
10096.45,1980.0,1.9,48.6,0.04,1.26,0.0,49.41,0.55,0.1,0.01,0.03,0.0,0.0,0.0,0.0,1.0
342.67,1984.0,3.77,49.24,0.88,16.49,8.31,9.95,12.92,1.98,0.14,0.09,0.0,0.0,0.0,0.0,1.0
11747.31,1988.0,-0.2,48.24,2.39,15.6,11.25,7.15,7.07,4.58,2.85,0.85,0.0,0.0,0.0,0.0,1.0
5722.12,1992.0,0.95,50.21,1.19,15.99,8.99,8.36,12.66,2.39,0.06,0.15,0.0,0.0,0.0,0.0,1.0
837.78,1954.0,-0.81,51.57,1.23,16.14,8.49,8.17,11.41,2.76,0.12,0.12,0.0,0.0,0.0,0.0,1.0
9538.16,1962.0,3.12,47.41,0.01,0.97,0.0,50.07,0.88,0.01,0.0,0.02,0.0,0.0,0.62,0.0,1.0
1888.16,1963.0,2.86,61.28,0.6,15.53,4.82,5.18,5.38,3.39,2.13,0.14,0.0,1.53,0.0,0.0,1.0
3031.58,1964.0,-3.26,50.01,1.59,14.9,10.45,8.07,12.07,2.66,0.08,0.17,0.0,0.0,0.0,0.0,1.0
9554.86,1969.0,3.5,50.48,0.21,17.83,0.0,11.82,16.48,1.45,0.02,0.01,0.0,1.7,0.0,0.0,1.0
8644.21,1974.0,-1.41,50.66,1.99,11.82,11.05,12.7,9.23,1.98,0.38,0.2,0.0,0.0,0.0,0.0,1.0
2568.07,1980.0,4.77,47.54,0.01,0.68,0.0,50.73,0.18,0.05,0.06,0.0,0.0,0.0,0.74,0.0,1.0
10628.72,1984.0,-0.87,54.85,0.25,14.18,7.75,9.32,12.72,0.78,0.13,0.01,0.0,0.0,0.0,0.0,1.0
9632.09,1985.0,3.07,47.59,0.12,21.69,0.0,15.68,13.88,0.92,0.11,0.01,0.0,0.0,0.0,0.0,1.0
11718.19,1946.0,-4.7,50.36,1.7,14.53,10.79,7.69,12.02,2.66,0.12,0.13,0.0,0.0,0.0,0.0,1.0
11722.43,1948.0,3.49,48.31,0.12,4.47,0.0,43.78,2.77,0.41,0.13,0.01,0.0,0.0,0.0,0.0,1.0
8559.63,1950.0,1.14,49.73,1.09,16.24,9.35,8.4,12.54,2.5,0.03,0.12,0.0,0.0,0.0,0.0,1.0
9952.09,1951.0,-2.17,41.85,0.04,8.93,8.27,35.62,4.85,0.43,0.01,0.0,0.0,0.0,0.0,0.0,1.0
4187.06,1956.0,3.45,51.23,1.88,13.78,11.88,6.91,10.98,3.02,0.13,0.19,0.0,0.0,0.0,0.0,1.0
7531.8,1960.0,-3.61,50.29,1.58,14.44,11.04,7.65,12.27,2.52,0.09,0.12,0.0,0.0,0.01,0.0,1.0
10113.47,1972.0,-1.5,52.43,1.02,16.98,8.36,6.32,11.36,2.79,0.58,0.16,0.0,0.0,0.0,0.0,1.0
3506.17,1977.0,-4.63,52.77,0.78,17.67,6.87,5.24,7.52,2.7,2.4,0.45,0.0,3.58,0.0,0.0,1.0
2326.81,1979.0,-2.47,50.77,1.29,15.12,9.54,7.87,12.52,2.76,0.04,0.09,0.0,0.0,0.0,0.0,1.0
