,SiO2,TiO2,Al2O3,FeO,MgO,CaO,Na2O,K2O,P2O5,MnO,H2O,Cr2O3,NiO
157229.7049157,61.14554657388879,0.6012645413099064,15.50039605648081,4.814187115186583,5.166798685493603,5.370617174073232,3.383386910421846,2.129903205657126,0.14267294200574052,0.07133647100287026,1.5286386643472198,0.0,0.1452516601322954
361689.2359276,65.27,0.53,16.81,3.17,1.53,3.53,4.19,2.95,0.19,0.03,1.7999999999999972,0.0,0.0
568187.7719918,62.770961795181506,0.2097768736888946,15.990718962558011,2.2503337359354147,0.924925306719217,3.9380840378869757,3.9380840378869757,1.144237492848516,0.08581781196363869,0.0667471870828301,8.680312758248036,0.0,0.0
3283703.559578,50.17095736122285,1.4682220434432824,14.702333065164924,10.89098954143202,7.320997586484313,12.3592115848753,2.6246983105390185,0.16090104585679807,0.13073209975864844,0.17095736122284796,0.0,0.0,0.0
568207.5967379,62.366553730102936,0.22054593108738735,15.975196573547276,2.282170939078182,0.958895352553858,3.797225596113278,3.7876366425877395,1.371220354152017,0.09588953525538581,0.05753372115323148,9.087131624368725,0.0,0.0
1688947.7189005,52.01824107535694,0.5090470074652667,11.05586469338626,3.579236771240156,1.5987257578206029,3.3247132675075224,3.467882738357129,1.8293876830783018,0.1829387683078302,0.08749245440809271,1.1930789237467188,21.09474384510581,0.0586470142193762
889819.3395554,61.76042832991513,0.5671669377624212,17.23782371556507,4.282797057220216,2.5218672768364816,5.7020533207186315,4.101832317746084,1.964828320105532,0.21268760166090786,0.08102384825177447,1.4836479413003056,0.0,0.08384333291744878
1989073.8295206,50.2962144793654,2.018274927201526,13.435083843759415,14.057636308866353,6.074907119188674,10.854503464203233,2.691033236268702,0.1807410382568531,0.2008233758409479,0.1907822070489005,0.0,0.0,0.0
1695252.9420481,64.04,0.404,17.16,3.72,1.74,5.06,4.35,1.66,0.15,0.078,1.637999999999991,0.0,0.0
361409.5552698,57.86437606561979,0.8848676065017459,16.66334953367333,4.344799371250145,3.151719452371387,7.85444279928516,4.295087707963531,2.6645451521625607,0.5766552941247333,0.08948099391590689,1.4913498985984481,0.0,0.11932612453327662
889860.3752900,56.75569371410998,0.7263437517625164,16.705906290537882,6.20488229240027,4.257181433941423,7.677049931823273,2.6229079924757537,2.532115023505437,0.21185026093073375,0.1008810766336833,1.477352926761969,0.6640633691273918,0.06377193598969542
9726604.3575650,52.939273001833676,0.2912307194477403,18.142595189299968,0.0,11.983604789127387,12.93280120806817,2.9230935174199115,0.0215726458850178,0.0215726458850178,0.12943587531010678,0.6148204077230072,0.0,0.0
402129.3940579,55.45333482315209,0.15403704117542247,11.504641512789366,2.118009316162059,0.7509305757301846,18.917674119356573,2.676393590422965,1.7040347680031112,0.06739120551424733,0.15403704117542247,6.356171666963631,0.0,0.14334433955492207
889826.8021276,59.303928783334364,0.683502908011312,16.263348605327995,5.757002262689662,3.7592659940622184,6.704359406522719,2.854629792282535,2.814423738870109,0.21108178041525844,0.10051513353107526,1.4863172795240092,0.0,0.061624315428749604
361412.1717332,50.10688415692539,0.6408700696116896,17.37673417318553,5.3558427246119775,3.2684373550196173,7.910167716349998,3.8452204176701383,1.2817401392233791,0.19226102088350688,0.12817401392233793,8.486878300343736,1.3718720061094298,0.034917906143281996
6328622.654356,55.818717348415795,1.1145338323827298,18.01659277668229,6.072405648919681,4.130932736537824,11.083987837641091,3.578778360861976,0.061350486186205304,0.020450162062068435,0.10225081031034218,0.0,0.0,0.0
568204.9276644,63.661394634052634,0.23051802522891718,15.204584747390664,2.305180252289172,1.046936031247999,3.8707818403022345,3.7651277454056475,1.36389831593776,0.10565409489658704,0.06723442402510085,8.378689889223288,0.0,0.0
354496.9022505,62.44,0.72,17.58,3.88,2.8,5.48,4.94,1.72,0.37,0.07,1.4210854715202004e-14,0.0,0.0
496328.8146035,48.55,0.67,18.62,8.75,4.23,9.4,2.89,1.7,0.36,0.21,4.614209702236536,0.0,0.005790297763462331
568234.7635880,67.5523508494666,0.20742789411299878,18.964836033188462,2.173054128802845,0.8988542078229949,3.6052943500592645,3.6744369814302646,1.3235875148162781,0.05926511260371394,0.05926511260371394,1.4816278150928486,0.0,0.0
568165.4452657,62.897003986112914,0.21216407355021225,16.259483091166263,2.488105953452489,1.0029574386010034,3.7321589301787337,3.809309502378811,1.2247653336762252,0.09643821525009648,0.06750675067506753,8.210106724958198,0.0,0.0
2975482.8598434,50.35057412864546,1.5445584798292857,14.510720455238289,10.507062290417641,7.753277105985164,12.04145920130068,2.8554008738949297,0.1117772584086983,0.13210039630118892,0.19306980997866072,0.0,0.0,0.0
4687899.1512786,54.50971968639244,1.0052625926323704,18.34174632155515,0.0,9.914080120287831,13.303619374932875,2.6151863387391256,0.0644399097841263,0.06980990226613683,0.12028783159703577,0.0,0.05584792181290946,0.0
864169.5248820,63.62,0.55,15.36,8.19,2.0,1.84,4.0,2.22,0.11,0.13,1.944265590945489,0.0,0.035734409054510384
4564991.8937740,50.165837479270316,1.5443615257048093,17.931177446102822,8.322968490878939,5.545190713101161,12.956053067993366,3.0783582089552244,0.23839137645107797,0.21766169154228857,0.0,0.0,0.0,0.0
